x,Q2 (GeV^2),rate (Hz),A_clean,A_noisy,A_simplified,dA_stat,dA_sys_uncor,dA_sys_cor,d/u noisy,d/u clean,d/u PDF,d/u simplified,d/u shifted by 1 sig sys cor,d(d/u) from A_stat,d(d/u) from A_sys_uncor,d(d/u) from A_sys_cor,d(d/u) from sin^2(theta_w),d(d/u) from model
0.155,5.75,0.0767,-0.000380546,-0.000175755,-0.000373633,0.00152337,1.07635e-06,1.70185e-06,-0.540898,0.63486,0.582286,0.582286,-0.548174,11.7189,0.00828005,0.00727682,0.021675,-0.0525746
0.155,5.95,0.1485,-0.000394057,-0.00106499,-0.000387045,0.00109481,1.11456e-06,1.76228e-06,-65.6646,0.633244,0.581768,0.581768,-68.0727,8.12846,0.00827508,2.40814,0.0217893,-0.0514768
0.165,6.05,0.1957,-0.0003977,0.000128371,-0.000390817,0.000953691,1.12487e-06,1.77857e-06,-1.4728,0.616687,0.567277,0.567277,-1.47666,6.91982,0.00816185,0.00386111,0.0214109,-0.0494104
0.165,6.15,0.4863,-0.000404451,3.32813e-05,-0.000397528,0.000604994,1.14396e-06,1.80876e-06,-1.24659,0.615898,0.567037,0.567037,-1.25118,4.31541,0.00815986,0.00458308,0.0214767,-0.0488603
0.165,6.25,0.9975,-0.000411178,-0.000688419,-0.000404209,0.000422422,1.16299e-06,1.83884e-06,3.97617,0.615177,0.566802,0.566802,3.93783,2.96312,0.00815789,0.0383413,0.0215331,-0.0483746
0.165,6.35,1.183,-0.000417879,-0.00161751,-0.000410856,0.000387892,1.18194e-06,1.86881e-06,-9.81237,0.614527,0.566573,0.566573,-9.8329,2.67664,0.00815595,0.0205319,0.0215799,-0.0479542
0.165,6.45,0.2929,-0.000424551,0.000334496,-0.000417468,0.000779549,1.20081e-06,1.89865e-06,-1.82063,0.613947,0.566347,0.566347,-1.82351,5.29348,0.00815404,0.00287267,0.021617,-0.0475997
0.175,6.45,1.4437,-0.0004214,-0.000393201,-0.000414567,0.000351127,1.1919e-06,1.88456e-06,0.415617,0.598425,0.552752,0.552752,0.403916,2.37059,0.00804695,0.0117007,0.021226,-0.0456732
0.175,6.55,1.4786,-0.000428109,-0.000836402,-0.000421236,0.000346959,1.21088e-06,1.91456e-06,7.21492,0.597755,0.552537,0.552537,7.13974,2.3053,0.00804543,0.0751794,0.0212855,-0.0452179
0.175,6.65,3.4237,-0.000434796,-0.000348296,-0.000427877,0.000228011,1.22979e-06,1.94446e-06,0.0933597,0.597142,0.552327,0.552327,0.0833007,1.49139,0.00804392,0.010059,0.0213365,-0.0448151
0.175,6.75,2.881,-0.000441456,-0.000704648,-0.000434485,0.00024856,1.24863e-06,1.97425e-06,3.28228,0.596586,0.552121,0.552121,3.2505,1.60097,0.00804239,0.0317775,0.0213791,-0.0444655
0.185,6.75,2.1033,-0.000438185,-0.000146193,-0.000431488,0.000290906,1.23938e-06,1.95962e-06,-0.746547,0.581652,0.539148,0.539148,-0.752865,1.86347,0.00793913,0.00631748,0.0209866,-0.0425045
0.185,6.85,4.3299,-0.000444877,-0.00036435,-0.000438144,0.000202751,1.2583e-06,1.98955e-06,0.123738,0.581034,0.538951,0.538951,0.113593,1.27906,0.00793803,0.0101454,0.0210481,-0.0420826
0.185,6.95,4.219,-0.000451547,-0.000653869,-0.000444774,0.000205399,1.27717e-06,2.01938e-06,2.3135,0.580461,0.538758,0.538758,2.28975,1.27644,0.0079369,0.0237523,0.0211021,-0.0417034
0.185,7.05,5.639,-0.000458194,-0.000497347,-0.000451376,0.000177665,1.29597e-06,2.0491e-06,0.832929,0.579936,0.538569,0.538569,0.818997,1.08792,0.00793573,0.0139317,0.0211486,-0.0413673
0.185,7.15,1.3042,-0.000464816,-4.23342e-05,-0.000457948,0.000369429,1.3147e-06,2.07872e-06,-1.05839,0.579458,0.538383,0.538383,-1.06356,2.2296,0.00793454,0.00516737,0.0211876,-0.0410747
0.185,7.25,0.1631,-0.000471412,-0.0012041,-0.000464488,0.00104466,1.33335e-06,2.10822e-06,91.4687,0.579027,0.538201,0.538201,86.3107,6.21562,0.0079333,5.15796,0.0212189,-0.0408261
0.195,7.05,0.162,-0.000454828,-0.00207623,-0.000448302,0.0010482,1.28645e-06,2.03405e-06,-7.92464,0.5656,0.526187,0.526187,-7.93381,6.3852,0.00783649,0.00917718,0.0207589,-0.0394125
0.195,7.15,5.7561,-0.000461501,-0.00030874,-0.000454944,0.000175849,1.30532e-06,2.06389e-06,-0.198586,0.565031,0.526006,0.526006,-0.207158,1.05561,0.00783575,0.00857182,0.0208215,-0.0390247
0.195,7.25,9.5745,-0.000468153,-0.000457244,-0.000461562,0.000136347,1.32414e-06,2.09365e-06,0.500851,0.564501,0.525829,0.525829,0.488838,0.806769,0.00783497,0.0120129,0.0208776,-0.0386717
0.195,7.35,12.2532,-0.000474785,-0.000454164,-0.000468155,0.000120525,1.34289e-06,2.1233e-06,0.446799,0.564009,0.525655,0.525655,0.435071,0.703117,0.00783414,0.0117278,0.0209269,-0.0383539
0.195,7.45,6.8964,-0.000481394,-0.000419709,-0.000474721,0.000160654,1.36159e-06,2.15286e-06,0.234284,0.563556,0.525484,0.525484,0.223648,0.924247,0.00783325,0.0106359,0.0209696,-0.0380717
0.195,7.55,1.8782,-0.000487979,-0.000581826,-0.000481258,0.000307845,1.38021e-06,2.18231e-06,1.16606,0.563141,0.525316,0.525316,1.15024,1.74693,0.00783232,0.0158241,0.0210054,-0.0378254
0.195,7.65,0.0337,-0.000494539,0.00254704,-0.000487764,0.0022982,1.39877e-06,2.21164e-06,-3.0358,0.562766,0.525151,0.525151,-3.03635,12.867,0.00783133,0.000552632,0.0210344,-0.0376154
0.205,7.45,6.2716,-0.000477998,-0.000529288,-0.000471643,0.000168467,1.35198e-06,2.13767e-06,0.863568,0.549742,0.513661,0.513661,0.849626,0.964274,0.00773851,0.0139417,0.020606,-0.0360815
0.205,7.55,19.2393,-0.000484632,-0.000583899,-0.000478248,9.61852e-05,1.37075e-06,2.16734e-06,1.18835,0.549253,0.513498,0.513498,1.17248,0.542978,0.00773804,0.0158653,0.0206633,-0.0357554
0.205,7.65,15.4667,-0.000491248,-0.000297351,-0.00048483,0.000107276,1.38946e-06,2.19693e-06,-0.323823,0.548795,0.513337,0.513337,-0.331796,0.597392,0.0077375,0.00797311,0.0207147,-0.0354583
0.205,7.75,13.8061,-0.000497842,-0.000415417,-0.000491388,0.000113545,1.40811e-06,2.22642e-06,0.136495,0.54837,0.513179,0.513179,0.126402,0.623876,0.00773691,0.0100932,0.02076,-0.0351905
0.205,7.85,4.4676,-0.000504415,-0.000323257,-0.000497919,0.000199602,1.4267e-06,2.25581e-06,-0.25986,0.547976,0.513024,0.513024,-0.268115,1.08234,0.00773625,0.0082543,0.0207992,-0.0349523
0.205,7.95,1.1566,-0.000510964,0.000353202,-0.000504423,0.000392294,1.44522e-06,2.2851e-06,-1.74548,0.547615,0.512871,0.512871,-1.74848,2.09974,0.00773553,0.00300208,0.0208324,-0.0347439
0.215,7.75,7.7452,-0.000494379,-0.000347897,-0.000488249,0.000151596,1.39832e-06,2.21093e-06,-0.145604,0.535138,0.501861,0.501861,-0.154317,0.828933,0.00764607,0.00871278,0.0204013,-0.0332768
0.215,7.85,19.5868,-0.000500995,-0.000423043,-0.000494839,9.53282e-05,1.41703e-06,2.24052e-06,0.14978,0.534688,0.50171,0.50171,0.13968,0.514362,0.00764586,0.0100994,0.0204592,-0.0329773
0.215,7.95,31.9137,-0.000507594,-0.000432223,-0.000501408,7.46817e-05,1.43569e-06,2.27003e-06,0.165529,0.534264,0.501562,0.501562,0.155351,0.397708,0.0076456,0.0101776,0.0205119,-0.0327017
0.215,8.05,35.9188,-0.000514173,-0.00045933,-0.000507956,7.0395e-05,1.4543e-06,2.29945e-06,0.262795,0.533866,0.501416,0.501416,0.252136,0.370067,0.00764526,0.0106592,0.0205591,-0.0324505
0.215,8.15,17.6835,-0.000520732,-0.000533949,-0.000514479,0.000100327,1.47285e-06,2.32878e-06,0.603153,0.533496,0.501272,0.501272,0.590725,0.520749,0.00764485,0.0124282,0.0206009,-0.0322236
0.215,8.25,3.7738,-0.000527269,-0.000324864,-0.000520978,0.000217177,1.49134e-06,2.35802e-06,-0.311117,0.533152,0.50113,0.50113,-0.319103,1.11321,0.00764437,0.00798656,0.0206372,-0.0320216
0.215,8.35,0.3739,-0.000533784,-0.0013473,-0.00052745,0.000689962,1.50977e-06,2.38716e-06,45.6174,0.532835,0.500991,0.500991,44.2103,3.49321,0.00764382,1.40707,0.0206679,-0.0318444
0.225,8.05,5.6789,-0.000510661,-0.000229872,-0.000504767,0.00017704,1.44437e-06,2.28374e-06,-0.587745,0.521213,0.49058,0.49058,-0.594539,0.926444,0.00755833,0.00679365,0.0202071,-0.0306333
0.225,8.15,35.1024,-0.000517258,-0.000575484,-0.000511342,7.12089e-05,1.46303e-06,2.31325e-06,0.843053,0.5208,0.49044,0.49044,0.829377,0.367883,0.00755837,0.0136766,0.0202653,-0.0303592
0.225,8.25,54.6498,-0.000523839,-0.000564744,-0.000517898,5.70701e-05,1.48164e-06,2.34268e-06,0.739179,0.520408,0.490303,0.490303,0.726079,0.291133,0.00755833,0.0130992,0.0203188,-0.0301051
0.225,8.35,54.0945,-0.000530402,-0.000525741,-0.000524434,5.73623e-05,1.5002e-06,2.37203e-06,0.496674,0.520038,0.490167,0.490167,0.484878,0.288999,0.00755822,0.0117963,0.0203673,-0.0298712
0.225,8.45,38.4557,-0.000536947,-0.000498805,-0.000530948,6.80335e-05,1.51872e-06,2.4013e-06,0.337525,0.519691,0.490034,0.490034,0.326546,0.338575,0.00755804,0.0109785,0.020411,-0.0296576
0.225,8.55,12.2586,-0.000543472,-0.000453532,-0.00053744,0.000120499,1.53717e-06,2.43048e-06,0.116572,0.519367,0.489902,0.489902,0.106681,0.592454,0.00755778,0.0098909,0.0204496,-0.0294646
0.225,8.65,2.2709,-0.000549976,-0.000273934,-0.000543907,0.000279965,1.55557e-06,2.45957e-06,-0.515124,0.519065,0.489772,0.489772,-0.522215,1.36016,0.00755745,0.0070915,0.0204833,-0.0292925
0.225,8.75,0.0348,-0.000556457,0.00217639,-0.000550349,0.00226159,1.5739e-06,2.48855e-06,-2.84247,0.518786,0.489645,0.489645,-2.84325,10.859,0.00755704,0.000783522,0.0205119,-0.0291413
0.235,8.35,2.061,-0.000526853,-0.000434422,-0.000521204,0.000293876,1.49016e-06,2.35616e-06,0.0875215,0.507939,0.479781,0.479781,0.0778272,1.47416,0.00747507,0.00969433,0.0200231,-0.0281581
0.235,8.45,32.8773,-0.000533431,-0.000496676,-0.000527763,7.35792e-05,1.50877e-06,2.38558e-06,0.332524,0.507559,0.479651,0.479651,0.321632,0.364553,0.00747531,0.0108919,0.0200812,-0.027908
0.235,8.55,55.5552,-0.000539994,-0.000527799,-0.000534305,5.66031e-05,1.52733e-06,2.41493e-06,0.44829,0.507197,0.479523,0.479523,0.436806,0.277042,0.00747548,0.0114831,0.020135,-0.0276746
0.235,8.65,87.6052,-0.000546541,-0.000615399,-0.000540828,4.50752e-05,1.54585e-06,2.44421e-06,0.866411,0.506855,0.479397,0.479397,0.852669,0.217979,0.00747557,0.0137422,0.0201845,-0.0274581
0.235,8.75,57.3327,-0.000553071,-0.000539775,-0.000547332,5.57188e-05,1.56432e-06,2.47341e-06,0.443878,0.506531,0.479273,0.479273,0.432414,0.26627,0.00747559,0.0114639,0.0202294,-0.0272586
0.235,8.85,22.2759,-0.000559582,-0.000671686,-0.000553815,8.93893e-05,1.58274e-06,2.50253e-06,1.10621,0.506227,0.47915,0.47915,1.09108,0.4222,0.00747553,0.0151319,0.0202699,-0.0270765
0.235,8.95,10.8361,-0.000566074,-0.00052477,-0.000560276,0.000128164,1.6011e-06,2.53156e-06,0.321009,0.505942,0.47903,0.47903,0.310167,0.598387,0.0074754,0.0108421,0.0203058,-0.0269118
0.235,9.05,3.925,-0.000572546,-0.0008136,-0.000566713,0.000212953,1.6194e-06,2.5605e-06,1.98329,0.505676,0.478911,0.478911,1.96252,0.982991,0.00747518,0.0207702,0.0203372,-0.0267646
0.235,9.15,0.7126,-0.000578996,-0.000240775,-0.000573126,0.000499781,1.63765e-06,2.58935e-06,-0.644372,0.505429,0.478794,0.478794,-0.650916,2.2812,0.00747489,0.00654338,0.0203639,-0.0266352
0.245,8.75,44.2412,-0.000549516,-0.000580008,-0.000544101,6.34292e-05,1.55427e-06,2.45751e-06,0.644845,0.494904,0.469282,0.469282,0.63239,0.30184,0.00739626,0.0124543,0.0199061,-0.0256222
0.245,8.85,59.8662,-0.000556062,-0.0005688,-0.000550628,5.45271e-05,1.57278e-06,2.48678e-06,0.555289,0.494572,0.469163,0.469163,0.543307,0.256435,0.00739661,0.0119816,0.01996,-0.0254085
0.245,8.95,91.9092,-0.000562592,-0.000548307,-0.000557138,4.40072e-05,1.59125e-06,2.51599e-06,0.42882,0.494255,0.469046,0.469046,0.417491,0.204566,0.00739688,0.0113284,0.02001,-0.025209
0.245,9.05,86.1816,-0.000569107,-0.000567574,-0.000563631,4.5446e-05,1.60968e-06,2.54512e-06,0.486922,0.493954,0.46893,0.46893,0.475293,0.208842,0.00739708,0.011629,0.0200558,-0.0250239
0.245,9.15,56.9624,-0.000575604,-0.000542577,-0.000570104,5.58996e-05,1.62805e-06,2.57418e-06,0.348456,0.49367,0.468816,0.468816,0.337531,0.253985,0.0073972,0.0109248,0.0200976,-0.0248533
0.245,9.25,27.1094,-0.000582084,-0.000533384,-0.000576556,8.10295e-05,1.64638e-06,2.60316e-06,0.284753,0.493401,0.468704,0.468704,0.274144,0.364068,0.00739724,0.0106088,0.0201353,-0.0246973
0.245,9.35,14.2386,-0.000588544,-0.000593792,-0.000582988,0.000111807,1.66465e-06,2.63205e-06,0.516593,0.493149,0.468593,0.468593,0.504805,0.496836,0.00739721,0.0117875,0.0201688,-0.0245562
0.245,9.45,3.4862,-0.000594985,-0.000577155,-0.000589397,0.000225958,1.68287e-06,2.66085e-06,0.415888,0.492914,0.468484,0.468484,0.404619,0.9932,0.00739709,0.0112694,0.020198,-0.0244299
0.245,9.55,0.2261,-0.000601405,-0.00175417,-0.000595782,0.000887264,1.70103e-06,2.68956e-06,-42.8096,0.492695,0.468376,0.468376,-43.7024,3.85825,0.00739689,0.892815,0.0202231,-0.0243187
0.255,9.05,24.4702,-0.000565525,-0.000402692,-0.000560362,8.52873e-05,1.59955e-06,2.5291e-06,-0.156218,0.482821,0.459316,0.459316,-0.16471,0.390358,0.00732109,0.0084918,0.0197398,-0.0235058
0.255,9.15,64.3463,-0.000572053,-0.000614139,-0.000566874,5.25946e-05,1.61801e-06,2.5583e-06,0.68141,0.482515,0.459205,0.459205,0.668818,0.237994,0.0073216,0.0125926,0.0197935,-0.0233105
0.255,9.25,107.37,-0.000578566,-0.000659311,-0.000573371,4.07157e-05,1.63643e-06,2.58743e-06,0.87518,0.482223,0.459095,0.459095,0.861523,0.182178,0.00732203,0.0136577,0.0198437,-0.0231272
0.255,9.35,121.752,-0.000585065,-0.000614828,-0.000579851,3.82353e-05,1.65481e-06,2.61649e-06,0.617628,0.481944,0.458988,0.458988,0.605371,0.169187,0.00732238,0.0122567,0.0198901,-0.022956
0.255,9.45,74.5391,-0.000591549,-0.000649856,-0.000586313,4.88665e-05,1.67315e-06,2.64549e-06,0.75227,0.481678,0.458881,0.458881,0.739287,0.213867,0.00732266,0.0129829,0.0199328,-0.0227971
0.255,9.55,50.1607,-0.000598015,-0.000656451,-0.000592757,5.95691e-05,1.69144e-06,2.6744e-06,0.749554,0.481427,0.458776,0.458776,0.736584,0.257896,0.00732286,0.0129699,0.0199718,-0.0226505
0.255,9.65,20.4087,-0.000604464,-0.000428566,-0.00059918,9.33889e-05,1.70968e-06,2.70324e-06,-0.163786,0.481189,0.458673,0.458673,-0.172252,0.400007,0.00732298,0.00846677,0.0200069,-0.0225165
0.255,9.75,12.1816,-0.000610894,-0.000515659,-0.000605583,0.000120879,1.72787e-06,2.732e-06,0.110694,0.480966,0.458571,0.458571,0.100973,0.512307,0.00732302,0.00972118,0.0200382,-0.0223951
0.255,9.85,2.1346,-0.000617305,-9.3331e-05,-0.000611965,0.000288765,1.746e-06,2.76067e-06,-0.993704,0.480756,0.45847,0.45847,-0.998908,1.21112,0.00732298,0.00520315,0.0200657,-0.0222864
0.255,9.95,0.4259,-0.000623695,-0.00123899,-0.000618323,0.000646471,1.76408e-06,2.78925e-06,6.42106,0.480561,0.45837,0.45837,6.3588,2.68357,0.00732286,0.0622598,0.0200892,-0.0221904
0.265,9.35,19.943,-0.00058146,-0.000735018,-0.000576547,9.4473e-05,1.64462e-06,2.60037e-06,1.2689,0.471261,0.449712,0.449712,1.25303,0.416436,0.00724946,0.0158688,0.0195815,-0.0215496
0.265,9.45,72.1007,-0.00058797,-0.000588107,-0.000583044,4.96859e-05,1.66303e-06,2.62948e-06,0.471577,0.47098,0.449608,0.449608,0.460139,0.216609,0.0072501,0.0114371,0.0196349,-0.0213713
0.265,9.55,150.296,-0.000594467,-0.000618779,-0.000589526,3.44135e-05,1.68141e-06,2.65854e-06,0.578068,0.470709,0.449506,0.449506,0.566078,0.1484,0.00725067,0.01199,0.019685,-0.0212033
0.265,9.65,141.901,-0.00060095,-0.000613905,-0.000595993,3.54168e-05,1.69974e-06,2.68753e-06,0.526412,0.470451,0.449405,0.449405,0.514688,0.15109,0.00725116,0.0117235,0.0197318,-0.0210455
0.265,9.75,98.3353,-0.000607418,-0.000614566,-0.000602444,4.2545e-05,1.71804e-06,2.71646e-06,0.500579,0.470204,0.449306,0.449306,0.488986,0.179576,0.00725158,0.0115922,0.0197751,-0.0208981
0.265,9.85,62.1361,-0.000613871,-0.000618201,-0.000608877,5.35218e-05,1.73629e-06,2.74532e-06,0.488128,0.469969,0.449208,0.449208,0.476598,0.223543,0.00725192,0.0115299,0.019815,-0.0207612
0.265,9.95,36.8319,-0.000620308,-0.000718737,-0.000615292,6.9517e-05,1.7545e-06,2.7741e-06,0.917344,0.469746,0.449111,0.449111,0.903504,0.287347,0.00725218,0.0138392,0.0198514,-0.0206349
0.265,10.05,17.1589,-0.000626727,-0.000623466,-0.000621688,0.000101849,1.77265e-06,2.80281e-06,0.456234,0.469534,0.449015,0.449015,0.444864,0.416691,0.00725236,0.0113698,0.0198843,-0.0205193
0.265,10.15,11.7601,-0.000633128,-0.00048291,-0.000628064,0.000123026,1.79076e-06,2.83143e-06,-0.0661498,0.469335,0.44892,0.44892,-0.0750137,0.498249,0.00725247,0.00886392,0.0199136,-0.0204146
0.265,10.25,2.1093,-0.00063951,-0.000751032,-0.000634419,0.000290492,1.80881e-06,2.85998e-06,0.966011,0.469148,0.448827,0.448827,0.951892,1.16474,0.00725249,0.0141184,0.0199394,-0.0203206
0.265,10.35,0.2838,-0.000645872,-0.000635968,-0.000640751,0.000791948,1.8268e-06,2.88843e-06,0.429997,0.468973,0.448735,0.448735,0.418757,3.14404,0.00725243,0.0112394,0.0199616,-0.0202377
0.275,9.65,11.5336,-0.000597322,-0.000559944,-0.000592655,0.000124228,1.68948e-06,2.67131e-06,0.306772,0.460181,0.440431,0.440431,0.296211,0.528026,0.00718106,0.0105607,0.0194306,-0.0197492
0.275,9.75,99.4584,-0.000603815,-0.000591173,-0.000599136,4.23041e-05,1.70785e-06,2.70034e-06,0.407388,0.459921,0.440334,0.440334,0.396327,0.177897,0.00718182,0.0110617,0.0194836,-0.0195866
0.275,9.85,140.483,-0.000610295,-0.000553679,-0.000605604,3.55952e-05,1.72617e-06,2.72932e-06,0.235916,0.459671,0.440238,0.440238,0.225695,0.148109,0.0071825,0.0102208,0.0195335,-0.0194328
0.275,9.95,173.872,-0.000616762,-0.000612023,-0.000612058,3.19954e-05,1.74447e-06,2.75824e-06,0.440003,0.459431,0.440144,0.440144,0.428773,0.131746,0.00718312,0.0112303,0.0195804,-0.0192876
0.275,10.05,115.544,-0.000623216,-0.000648432,-0.000618496,3.92491e-05,1.76272e-06,2.78711e-06,0.564389,0.459202,0.44005,0.44005,0.55252,0.159953,0.00718365,0.0118696,0.0196241,-0.0191514
0.275,10.15,88.2555,-0.000629655,-0.000698331,-0.000624918,4.49089e-05,1.78093e-06,2.8159e-06,0.754368,0.458982,0.439958,0.439958,0.741489,0.181158,0.00718411,0.0128789,0.0196646,-0.019024
0.275,10.25,75.417,-0.000636078,-0.000593487,-0.000631324,4.85812e-05,1.7991e-06,2.84463e-06,0.29494,0.458773,0.439867,0.439867,0.284425,0.194003,0.0071845,0.0105144,0.0197019,-0.0189057
0.275,10.35,39.6923,-0.000642486,-0.000615016,-0.000637712,6.69653e-05,1.81722e-06,2.87328e-06,0.352548,0.458574,0.439777,0.439777,0.341748,0.264762,0.00718481,0.0107994,0.019736,-0.0187966
0.275,10.45,17.7544,-0.000648877,-0.000645213,-0.000644081,0.000100127,1.8353e-06,2.90186e-06,0.444089,0.458385,0.439688,0.439688,0.43283,0.391987,0.00718504,0.0112592,0.0197669,-0.0186966
0.275,10.55,9.7669,-0.000655249,-0.000850356,-0.00065043,0.000134997,1.85333e-06,2.93036e-06,1.36918,0.458206,0.4396,0.4396,1.35275,0.523373,0.00718519,0.0164276,0.0197945,-0.0186059
0.275,10.65,4.2768,-0.000661604,-0.00116358,-0.000656759,0.000204006,1.8713e-06,2.95878e-06,3.85355,0.458038,0.439513,0.439513,3.81845,0.783327,0.00718526,0.0351004,0.0198188,-0.0185245
0.275,10.75,1.2796,-0.000667939,-0.000208442,-0.000663067,0.000372963,1.88922e-06,2.98711e-06,-0.797559,0.45788,0.439427,0.439427,-0.803411,1.41849,0.00718526,0.00585226,0.0198397,-0.0184525
0.285,9.95,30.1859,-0.00061312,-0.000589625,-0.000608693,7.67893e-05,1.73417e-06,2.74196e-06,0.3552,0.449562,0.431467,0.431467,0.344447,0.315088,0.00711576,0.0107523,0.0192868,-0.0180942
0.285,10.05,79.6595,-0.000619595,-0.000624618,-0.000615158,4.72698e-05,1.75248e-06,2.77091e-06,0.469814,0.449322,0.431376,0.431376,0.458487,0.191957,0.00711662,0.0113275,0.0193393,-0.0179461
0.285,10.15,138.577,-0.000626058,-0.000603318,-0.000621611,3.58391e-05,1.77076e-06,2.79982e-06,0.35953,0.449091,0.431286,0.431286,0.348751,0.144052,0.0071174,0.0107784,0.0193889,-0.0178054
0.285,10.25,167.18,-0.00063251,-0.000609826,-0.00062805,3.26295e-05,1.78901e-06,2.82867e-06,0.360408,0.448869,0.431197,0.431197,0.349623,0.129826,0.00711812,0.0107849,0.0194356,-0.0176721
0.285,10.35,149.893,-0.000638948,-0.000632316,-0.000634476,3.44597e-05,1.80722e-06,2.85746e-06,0.422682,0.448655,0.431109,0.431109,0.411586,0.135739,0.00711876,0.0110968,0.0194795,-0.0175464
0.285,10.45,111.248,-0.000645373,-0.000685099,-0.000640887,3.99997e-05,1.82539e-06,2.8862e-06,0.608979,0.448451,0.431022,0.431022,0.596927,0.156005,0.00711933,0.0120521,0.0195204,-0.0174283
0.285,10.55,91.0734,-0.000651784,-0.000653392,-0.000647282,4.42086e-05,1.84352e-06,2.91487e-06,0.454474,0.448254,0.430936,0.430936,0.443214,0.170737,0.00711982,0.0112604,0.0195584,-0.017318
0.285,10.65,53.0736,-0.000658179,-0.000694743,-0.000653661,5.79113e-05,1.86161e-06,2.94347e-06,0.592455,0.448067,0.430852,0.430852,0.580485,0.221498,0.00712024,0.0119696,0.0195935,-0.0172155
0.285,10.75,34.4207,-0.000664559,-0.00062516,-0.000660022,7.19106e-05,1.87966e-06,2.972e-06,0.303482,0.447888,0.430768,0.430768,0.292968,0.272415,0.00712059,0.0105137,0.0196255,-0.0171208
0.285,10.85,20.7791,-0.000670922,-0.000662119,-0.000666365,9.25528e-05,1.89765e-06,3.00045e-06,0.41493,0.447719,0.430685,0.430685,0.403864,0.3473,0.00712086,0.0110659,0.0196546,-0.017034
0.285,10.95,7.7361,-0.000677268,-0.000641014,-0.000672689,0.000151685,1.9156e-06,3.02883e-06,0.316754,0.447558,0.430603,0.430603,0.306173,0.563872,0.00712105,0.0105808,0.0196805,-0.0169553
0.285,11.05,2.4638,-0.000683595,-0.00094936,-0.000678993,0.000268782,1.9335e-06,3.05713e-06,1.70245,0.447406,0.430522,0.430522,1.684,0.989936,0.00712116,0.0184511,0.0197035,-0.0168846
0.285,11.15,0.5885,-0.000689904,-0.000848614,-0.000685277,0.000549958,1.95134e-06,3.08534e-06,1.11319,0.447264,0.430442,0.430442,1.09835,2.00701,0.00712119,0.0148408,0.0197233,-0.0168219
0.295,10.25,14.3582,-0.000628848,-0.000733672,-0.000624652,0.00011134,1.77865e-06,2.81229e-06,0.897954,0.439341,0.422762,0.422762,0.884416,0.441514,0.00705314,0.0135376,0.0191493,-0.016579
0.295,10.35,86.5279,-0.000635305,-0.000601523,-0.000631101,4.5355e-05,1.79691e-06,2.84117e-06,0.31035,0.43912,0.422676,0.422676,0.29986,0.178048,0.00705408,0.0104902,0.0192011,-0.016444
0.295,10.45,163.159,-0.000641752,-0.000670191,-0.000637539,3.30292e-05,1.81515e-06,2.87e-06,0.552266,0.438907,0.422591,0.422591,0.540564,0.128375,0.00705495,0.0117017,0.0192503,-0.0163154
0.295,10.55,216.986,-0.000648187,-0.000640394,-0.000643964,2.86409e-05,1.83335e-06,2.89878e-06,0.40891,0.438701,0.422507,0.422507,0.397931,0.110226,0.00705576,0.0109795,0.0192968,-0.0161932
0.295,10.65,158.807,-0.000654611,-0.000646155,-0.000650377,3.34786e-05,1.85152e-06,2.92751e-06,0.406509,0.438502,0.422425,0.422425,0.39554,0.127593,0.00705649,0.0109697,0.0193407,-0.0160774
0.295,10.75,106.859,-0.000661021,-0.000670002,-0.000656776,4.08128e-05,1.86965e-06,2.95618e-06,0.47247,0.438311,0.422343,0.422343,0.461167,0.154051,0.00705715,0.0113021,0.0193819,-0.0159682
0.295,10.85,99.1518,-0.000667419,-0.00068546,-0.00066316,4.23694e-05,1.88775e-06,2.98479e-06,0.50662,0.438127,0.422262,0.422262,0.495143,0.158407,0.00705775,0.0114771,0.0194204,-0.0158656
0.295,10.95,77.322,-0.000673802,-0.00065872,-0.000669529,4.7979e-05,1.9058e-06,3.01333e-06,0.382788,0.437952,0.422182,0.422182,0.37193,0.177694,0.00705827,0.0108574,0.0194561,-0.0157698
0.295,11.05,61.7312,-0.00068017,-0.000727389,-0.000675881,5.36971e-05,1.92381e-06,3.04181e-06,0.618074,0.437783,0.422103,0.422103,0.60602,0.197021,0.00705871,0.0120545,0.019489,-0.0156806
0.295,11.15,33.3187,-0.000686523,-0.000747196,-0.000682217,7.30902e-05,1.94178e-06,3.07022e-06,0.669731,0.437623,0.422024,0.422024,0.657404,0.26571,0.00705908,0.0123269,0.0195192,-0.0155983
0.295,11.25,18.8992,-0.000692859,-0.000733557,-0.000688535,9.70468e-05,1.9597e-06,3.09856e-06,0.589085,0.43747,0.421947,0.421947,0.577179,0.349589,0.00705938,0.0119067,0.0195466,-0.0155228
0.295,11.35,8.5038,-0.000699178,-0.000870937,-0.000694834,0.000144676,1.97757e-06,3.12682e-06,1.14878,0.437325,0.42187,0.42187,1.1338,0.516468,0.0070596,0.0149848,0.0195711,-0.0154543
0.295,11.45,1.8155,-0.00070548,-0.000158911,-0.000701114,0.000313116,1.9954e-06,3.155e-06,-0.909626,0.437187,0.421795,0.421795,-0.915031,1.10781,0.00705975,0.00540512,0.0195928,-0.0153926
0.295,11.55,0.221,-0.000711763,-0.000371435,-0.000707374,0.000897443,2.01317e-06,3.1831e-06,-0.503439,0.437058,0.42172,0.42172,-0.510357,3.14717,0.00705982,0.00691824,0.0196116,-0.015338
