x,Q2 (GeV^2),rate (Hz),A_clean,A_noisy,A_simplified,dA_stat,dA_sys_uncor,dA_sys_cor,d/u noisy,d/u clean,d/u PDF,d/u simplified,d/u shifted by 1 sig sys cor,d(d/u) from A_stat,d(d/u) from A_sys_uncor,d(d/u) from A_sys_cor,d(d/u) from sin^2(theta_w),d(d/u) from model
0.235,9.5,4.6376,-0.000601388,-0.000404951,-0.000595361,0.00019591,1.70098e-06,2.68949e-06,-0.219557,0.50472,0.478397,0.478397,-0.227861,0.860723,0.00747321,0.0083037,0.0204208,-0.026323
0.245,8.5,196.017,-0.000533094,-0.000521432,-0.000527717,3.0134e-05,1.50782e-06,2.38407e-06,0.439325,0.495805,0.469588,0.469588,0.427953,0.147792,0.00739507,0.0113715,0.0197542,-0.0262174
0.245,9.5,188.204,-0.000598197,-0.000628899,-0.000592592,3.0753e-05,1.69196e-06,2.67522e-06,0.63116,0.492802,0.46843,0.46843,0.618766,0.134448,0.007397,0.0123939,0.0202111,-0.0243724
0.255,9.5,477.789,-0.000594784,-0.000599427,-0.000589537,1.93012e-05,1.6823e-06,2.65995e-06,0.501855,0.481551,0.458829,0.458829,0.490202,0.0840149,0.00732277,0.0116532,0.0199528,-0.0227222
0.265,9.5,581.544,-0.00059122,-0.000571512,-0.000586287,1.74949e-05,1.67222e-06,2.64402e-06,0.386997,0.470843,0.449557,0.449557,0.375987,0.0758541,0.00725039,0.0110102,0.0196604,-0.021286
0.265,10.5,31.3121,-0.000655377,-0.000708699,-0.000650207,7.53957e-05,1.85368e-06,2.93093e-06,0.687561,0.468732,0.448599,0.448599,0.674977,0.294971,0.00725219,0.0125834,0.0199881,-0.0201338
0.275,9.5,425.347,-0.000587563,-0.000619708,-0.000582911,2.04565e-05,1.66188e-06,2.62766e-06,0.603924,0.460589,0.44058,0.44058,0.591862,0.0883779,0.0071798,0.0120619,0.0193455,-0.0200089
0.275,10.5,351.986,-0.000652065,-0.000632872,-0.000647258,2.24874e-05,1.84432e-06,2.91612e-06,0.384755,0.458294,0.439644,0.439644,0.373793,0.0876069,0.00718513,0.0109615,0.0197811,-0.0186501
0.285,9.5,30.1859,-0.000583867,-0.000577942,-0.000579471,7.67893e-05,1.65142e-06,2.61113e-06,0.425373,0.450742,0.431893,0.431893,0.414285,0.330657,0.00711109,0.011088,0.0190172,-0.0188494
0.285,10.5,853.642,-0.00064858,-0.000646496,-0.000644087,1.44399e-05,1.83446e-06,2.90054e-06,0.440276,0.448351,0.430979,0.430979,0.429088,0.0560417,0.00711959,0.011188,0.0195398,-0.0173722
0.285,11.5,3.0523,-0.000711826,-0.000619097,-0.000707095,0.000241485,2.01335e-06,3.18338e-06,0.141402,0.446835,0.430168,0.430168,0.13166,0.854068,0.00712069,0.00974231,0.0197683,-0.0166669
0.295,10.5,923.171,-0.000644971,-0.000649668,-0.000640753,1.38855e-05,1.82425e-06,2.8844e-06,0.457043,0.438803,0.422549,0.422549,0.445824,0.0537027,0.00705536,0.0112191,0.0192739,-0.0162535
0.295,11.5,124.489,-0.000708624,-0.000658991,-0.000704247,3.78126e-05,2.00429e-06,3.16906e-06,0.268925,0.437121,0.421757,0.421757,0.258617,0.133189,0.00705979,0.0103073,0.0196026,-0.0153644
0.305,10.5,588.583,-0.000641291,-0.000647021,-0.000637321,1.739e-05,1.81385e-06,2.86794e-06,0.451818,0.429621,0.414368,0.414368,0.440678,0.0670408,0.00699263,0.0111395,0.0189915,-0.015253
0.305,11.5,570.201,-0.000705226,-0.000723997,-0.000701153,1.76681e-05,1.99468e-06,3.15387e-06,0.494709,0.427841,0.413593,0.413593,0.483333,0.0620035,0.00700004,0.011376,0.0194031,-0.0142473
0.315,10.5,104.037,-0.00063757,-0.000563052,-0.000633824,4.13627e-05,1.80332e-06,2.8513e-06,0.15174,0.420727,0.406376,0.406376,0.142096,0.15898,0.00693117,0.00964361,0.0186986,-0.0143508
0.315,11.5,1171.18,-0.000701677,-0.000693058,-0.000697869,1.2328e-05,1.98464e-06,3.138e-06,0.388956,0.418899,0.405619,0.405619,0.378156,0.0431168,0.00694123,0.0108002,0.0191782,-0.0132798
0.315,12.5,22.7659,-0.000764507,-0.000684605,-0.000760539,8.8422e-05,2.16235e-06,3.41898e-06,0.175122,0.417645,0.404939,0.404939,0.165337,0.283975,0.00694458,0.00978483,0.0194222,-0.0127058
0.325,11.5,1126.06,-0.000698031,-0.000670464,-0.000694458,1.25725e-05,1.97433e-06,3.12169e-06,0.316216,0.410278,0.397856,0.397856,0.305816,0.0438345,0.00688356,0.0103994,0.0189351,-0.012422
0.325,12.5,241.242,-0.000761196,-0.00073533,-0.000757518,2.71629e-05,2.15299e-06,3.40417e-06,0.327684,0.408932,0.397191,0.397191,0.317213,0.0869233,0.00688972,0.0104704,0.0192572,-0.0117407
0.335,11.5,735.277,-0.000694316,-0.000681914,-0.000690953,1.55588e-05,1.96382e-06,3.10508e-06,0.359217,0.401913,0.390254,0.390254,0.348657,0.0540874,0.00682685,0.0105602,0.0186791,-0.0116591
0.335,12.5,638.085,-0.000757714,-0.000741165,-0.000754285,1.67018e-05,2.14314e-06,3.3886e-06,0.348356,0.400514,0.389604,0.389604,0.337828,0.0532703,0.00683553,0.0105277,0.0190666,-0.0109106
0.345,11.5,236.534,-0.000690569,-0.000669484,-0.000687398,2.74319e-05,1.95322e-06,3.08832e-06,0.321893,0.393792,0.382828,0.382828,0.311559,0.0950984,0.00677125,0.010334,0.018415,-0.0109644
0.345,12.5,1092.4,-0.000754108,-0.000756285,-0.0007509,1.27648e-05,2.13294e-06,3.37247e-06,0.399301,0.39237,0.382191,0.382191,0.38857,0.0405882,0.00678214,0.0107311,0.0188569,-0.0101794
0.345,13.5,75.7935,-0.000816522,-0.000771788,-0.000813207,4.84604e-05,2.30947e-06,3.6516e-06,0.263693,0.391338,0.381616,0.381616,0.253601,0.142415,0.00678704,0.0100925,0.0191064,-0.00972222
0.355,12.5,1024.69,-0.000750412,-0.000766661,-0.000747399,1.31797e-05,2.12249e-06,3.35595e-06,0.436582,0.384454,0.374922,0.374922,0.425714,0.0417872,0.0067295,0.0108681,0.0186328,-0.00953279
0.355,13.5,308.675,-0.000813106,-0.000775358,-0.000810023,2.40133e-05,2.29981e-06,3.63632e-06,0.275516,0.38337,0.374358,0.374358,0.265406,0.0703416,0.00673678,0.0101101,0.0189446,-0.00901169
0.365,12.5,758.956,-0.000746656,-0.000759729,-0.000743818,1.53142e-05,2.11186e-06,3.33915e-06,0.41847,0.376738,0.367784,0.367784,0.407735,0.0484229,0.00667761,0.0107344,0.0183986,-0.00895335
0.365,13.5,669.661,-0.000809542,-0.00082179,-0.000806662,1.63033e-05,2.28973e-06,3.62038e-06,0.411691,0.375625,0.367233,0.367233,0.400969,0.0476128,0.00668701,0.010722,0.0187632,-0.00839291
0.375,12.5,380.115,-0.00074287,-0.000741475,-0.000740194,2.16394e-05,2.10115e-06,3.32221e-06,0.364825,0.369218,0.360795,0.360795,0.354393,0.0682462,0.0066266,0.0104315,0.018158,-0.0084222
0.375,13.5,829.597,-0.000805872,-0.000798036,-0.000803174,1.46477e-05,2.27935e-06,3.60397e-06,0.345395,0.368096,0.360254,0.360254,0.335033,0.0426567,0.00663787,0.0103618,0.0185668,-0.00784158
0.375,14.5,111.411,-0.000867872,-0.000838456,-0.000865103,3.99704e-05,2.45471e-06,3.88124e-06,0.289052,0.367242,0.359761,0.359761,0.278944,0.108182,0.00664382,0.0101081,0.0188159,-0.00748145
0.385,12.5,66.1456,-0.000739065,-0.000688315,-0.000736536,5.18743e-05,2.09039e-06,3.3052e-06,0.207824,0.361847,0.353904,0.353904,0.19817,0.163195,0.00657631,0.00965449,0.0179133,-0.00794297
0.385,13.5,942.382,-0.000802117,-0.000785834,-0.00079958,1.37433e-05,2.26873e-06,3.58718e-06,0.313944,0.36073,0.353373,0.353373,0.303772,0.0399154,0.00658922,0.0101721,0.0183589,-0.00735674
0.385,14.5,341.817,-0.00086435,-0.000857697,-0.000861767,2.28195e-05,2.44475e-06,3.86549e-06,0.341968,0.359848,0.35289,0.35289,0.331647,0.0615787,0.00659719,0.0103211,0.0186586,-0.00695806
0.395,13.5,755.485,-0.000798311,-0.000791034,-0.000795922,1.53493e-05,2.25797e-06,3.57016e-06,0.332553,0.353534,0.346622,0.346622,0.322334,0.0444663,0.00654122,0.010219,0.0181431,-0.00691199
0.395,14.5,573.483,-0.000860704,-0.000857348,-0.000858289,1.76174e-05,2.43444e-06,3.84919e-06,0.343626,0.352638,0.346148,0.346148,0.333335,0.0474079,0.00655099,0.0102907,0.018486,-0.00649041
0.395,15.5,3.9127,-0.000922026,-0.00124654,-0.000919538,0.000213287,2.60788e-06,4.12342e-06,1.35591,0.351956,0.345711,0.345711,1.34026,0.536162,0.00655571,0.0156537,0.018683,-0.00624437
0.405,13.5,456.145,-0.000794471,-0.000790139,-0.000792215,1.97538e-05,2.2471e-06,3.55298e-06,0.333994,0.346477,0.339966,0.339966,0.323809,0.0570858,0.00649382,0.0101847,0.0179217,-0.00651066
0.405,14.5,695.043,-0.000856959,-0.000877773,-0.000854691,1.60028e-05,2.42385e-06,3.83244e-06,0.402168,0.34558,0.339502,0.339502,0.391638,0.0429488,0.00650518,0.01053,0.0183013,-0.00607827
0.405,15.5,104.978,-0.000918546,-0.000905756,-0.00091623,4.1177e-05,2.59804e-06,4.10786e-06,0.313047,0.344871,0.339074,0.339074,0.302925,0.103207,0.00651182,0.010122,0.0185465,-0.00579642
0.415,13.5,187.291,-0.000790613,-0.000826085,-0.000788479,3.0828e-05,2.23619e-06,3.53573e-06,0.44428,0.339543,0.333399,0.333399,0.433614,0.0888779,0.006447,0.0106659,0.0176969,-0.0061446
0.415,14.5,716.157,-0.000853138,-0.000842918,-0.000851002,1.57652e-05,2.41304e-06,3.81535e-06,0.311466,0.338654,0.332943,0.332943,0.301404,0.0422037,0.00645976,0.0100626,0.0181074,-0.00571079
0.415,15.5,307.852,-0.000914921,-0.000927027,-0.000912755,2.40454e-05,2.58779e-06,4.09165e-06,0.368403,0.33793,0.332524,0.332524,0.358056,0.060101,0.00646813,0.0103466,0.0183943,-0.0054057
0.425,13.5,5.7779,-0.000786758,-0.00082706,-0.00078474,0.000175516,2.22529e-06,3.51849e-06,0.451854,0.332741,0.326945,0.326945,0.441195,0.504862,0.0064009,0.0106592,0.0174707,-0.00579615
0.425,14.5,688.019,-0.000849271,-0.000844436,-0.000847258,1.60843e-05,2.4021e-06,3.79805e-06,0.318993,0.331866,0.326498,0.326498,0.308934,0.0429536,0.00641487,0.0100591,0.0179069,-0.00536825
0.425,15.5,481.079,-0.000911186,-0.000910991,-0.000909158,1.92351e-05,2.57722e-06,4.07495e-06,0.330651,0.331137,0.326087,0.326087,0.320518,0.0479514,0.00642478,0.0101324,0.0182299,-0.0050501
0.425,16.5,6.8193,-0.000972138,-0.000876235,-0.00097006,0.00016156,2.74962e-06,4.34753e-06,0.117326,0.330559,0.325706,0.325706,0.108156,0.37782,0.00643021,0.00917,0.018429,-0.0048527
0.435,14.5,472.811,-0.000845369,-0.000834106,-0.000843467,1.94026e-05,2.39107e-06,3.78061e-06,0.295387,0.325188,0.320126,0.320126,0.285476,0.0516936,0.00637044,0.0099113,0.0177018,-0.00506249
0.435,15.5,532.979,-0.000907361,-0.000908784,-0.000905453,1.82746e-05,2.5664e-06,4.05784e-06,0.328002,0.324462,0.319723,0.319723,0.317919,0.0454423,0.00638171,0.0100834,0.0180556,-0.00473906
0.435,16.5,106.243,-0.000968537,-0.000965891,-0.000966597,4.0931e-05,2.73944e-06,4.33143e-06,0.317707,0.32387,0.31935,0.31935,0.307658,0.0954574,0.0063888,0.0100494,0.0182948,-0.00451958
0.445,14.5,228.407,-0.00084145,-0.000878415,-0.00083965,2.79157e-05,2.37998e-06,3.76308e-06,0.419161,0.318612,0.313832,0.313832,0.408711,0.0742058,0.00632649,0.0104495,0.0174938,-0.00478007
0.445,15.5,534.726,-0.000903468,-0.000868838,-0.00090167,1.82447e-05,2.55539e-06,4.04043e-06,0.233665,0.317895,0.313437,0.313437,0.224051,0.0452583,0.00633897,0.00961369,0.0178737,-0.00445752
0.445,16.5,237.634,-0.000964809,-0.000987264,-0.000962991,2.73684e-05,2.72889e-06,4.31476e-06,0.370169,0.317296,0.313072,0.313072,0.359909,0.0636602,0.00634754,0.0102595,0.0181479,-0.00422423
0.455,14.5,96.9042,-0.00083753,-0.000922741,-0.000835828,4.2858e-05,2.36889e-06,3.74555e-06,0.550652,0.312142,0.307634,0.307634,0.539615,0.113674,0.00628312,0.011037,0.0172845,-0.0045081
0.455,15.5,501.467,-0.000899532,-0.000914734,-0.000897836,1.884e-05,2.54426e-06,4.02283e-06,0.349394,0.311439,0.307247,0.307247,0.339286,0.0466261,0.00629664,0.0101084,0.0176865,-0.00419132
0.455,16.5,359.514,-0.000960982,-0.000988186,-0.000959277,2.22508e-05,2.71807e-06,4.29764e-06,0.374899,0.31084,0.306889,0.306889,0.364653,0.0516269,0.00630654,0.010246,0.017991,-0.00395095
0.455,17.5,6.0136,-0.00102156,-0.0011898,-0.00101982,0.000172042,2.88941e-06,4.56856e-06,0.712171,0.310351,0.306557,0.306557,0.700272,0.37586,0.00631247,0.0118984,0.0181894,-0.00379428
0.465,14.5,1.1482,-0.000833617,-9.09686e-05,-0.000832005,0.000393726,2.35783e-06,3.72805e-06,-1.04373,0.305763,0.301501,0.301501,-1.04837,1.04205,0.00624028,0.00464387,0.0170749,-0.00426228
0.465,15.5,447.48,-0.000895564,-0.000880272,-0.000893961,1.99442e-05,2.53304e-06,4.00508e-06,0.267644,0.305078,0.301123,0.301123,0.257948,0.0492473,0.00625472,0.00969627,0.0174954,-0.00395457
0.465,16.5,387.147,-0.000957075,-0.000918485,-0.00095547,2.1442e-05,2.70702e-06,4.28017e-06,0.216978,0.304485,0.300772,0.300772,0.207491,0.0496307,0.0062658,0.00948699,0.017826,-0.00371218
0.465,17.5,93.6817,-0.00101784,-0.00106009,-0.00101622,4.35889e-05,2.8789e-06,4.55194e-06,0.398057,0.303989,0.300447,0.300447,0.387724,0.0949807,0.00627315,0.0103327,0.0180581,-0.00354203
0.475,15.5,284.559,-0.000891578,-0.000932936,-0.000890061,2.50102e-05,2.52176e-06,3.98726e-06,0.403173,0.2988,0.295065,0.295065,0.39289,0.0616208,0.00621319,0.0102827,0.0173017,-0.00373484
0.475,16.5,379.948,-0.000953107,-0.000953644,-0.000951592,2.16442e-05,2.69579e-06,4.26242e-06,0.299458,0.298217,0.294722,0.294722,0.289632,0.0499822,0.00622531,0.00982626,0.0176548,-0.00349451
0.475,17.5,192.062,-0.00101401,-0.00103592,-0.00101249,3.04426e-05,2.86806e-06,4.5348e-06,0.345878,0.297721,0.294404,0.294404,0.335823,0.0661695,0.00623396,0.0100556,0.0179165,-0.00331639
0.485,15.5,165.053,-0.000887587,-0.000899847,-0.000886155,3.28391e-05,2.51048e-06,3.96941e-06,0.322963,0.292608,0.289089,0.289089,0.313088,0.0807364,0.00617212,0.00987488,0.0171068,-0.00351927
0.485,16.5,388.081,-0.000949095,-0.000953159,-0.000947669,2.14162e-05,2.68445e-06,4.24448e-06,0.30142,0.292037,0.288753,0.288753,0.29162,0.0493443,0.00618515,0.00980001,0.017479,-0.00328435
0.485,17.5,262.668,-0.00101009,-0.0010127,-0.00100866,2.60315e-05,2.85697e-06,4.51727e-06,0.2972,0.291544,0.288441,0.288441,0.287402,0.0564458,0.00619495,0.00979852,0.0177666,-0.00310281
0.485,18.5,5.942,-0.00107029,-0.00131499,-0.00106884,0.000173076,3.02725e-06,4.7865e-06,0.85867,0.291131,0.288152,0.288152,0.846132,0.35454,0.00620122,0.0125376,0.0179624,-0.00297964
0.495,15.5,71.59,-0.000883607,-0.000882405,-0.000882251,4.98628e-05,2.49922e-06,3.95161e-06,0.28356,0.286507,0.283183,0.283183,0.2739,0.122333,0.00613157,0.00965971,0.0169117,-0.0033241
0.495,16.5,327.864,-0.00094506,-0.000916993,-0.000943712,2.33e-05,2.67303e-06,4.22644e-06,0.22238,0.285951,0.282855,0.282855,0.21297,0.0535677,0.00614541,0.00940962,0.0173001,-0.00309671
0.495,17.5,301.113,-0.0010061,-0.00101616,-0.00100476,2.4313e-05,2.84569e-06,4.49944e-06,0.30732,0.285465,0.28255,0.28255,0.297509,0.0525975,0.00615624,0.009811,0.0176101,-0.00291506
0.495,18.5,71.7148,-0.00106647,-0.00106655,-0.00106511,4.98194e-05,3.01643e-06,4.7694e-06,0.285214,0.285051,0.282267,0.282267,0.27549,0.101801,0.00616375,0.00972437,0.0178346,-0.0027839
0.505,16.5,271.681,-0.000941008,-0.000933827,-0.000939733,2.55961e-05,2.66157e-06,4.20832e-06,0.263529,0.27994,0.277016,0.277016,0.25397,0.058721,0.00610602,0.00955909,0.017119,-0.00292412
0.505,17.5,265.329,-0.00100206,-0.000994716,-0.00100079,2.59006e-05,2.83426e-06,4.48136e-06,0.263664,0.279464,0.276718,0.276718,0.254084,0.0559066,0.00611776,0.00958017,0.0174484,-0.00274504
0.505,18.5,133.993,-0.00106254,-0.00100474,-0.00106126,3.64469e-05,3.00532e-06,4.75184e-06,0.164384,0.279051,0.276442,0.276442,0.155229,0.0742976,0.0061264,0.00915432,0.0176982,-0.00260952
0.515,16.5,178.685,-0.000936946,-0.000932487,-0.000935743,3.15616e-05,2.65008e-06,4.19015e-06,0.263806,0.273991,0.271239,0.271239,0.25428,0.0722554,0.00606696,0.00952571,0.0169366,-0.0027524
0.515,17.5,249.646,-0.000997976,-0.0010156,-0.000996778,2.67018e-05,2.8227e-06,4.46308e-06,0.311829,0.273526,0.270948,0.270948,0.302065,0.0575101,0.00607951,0.00976347,0.0172827,-0.00257821
0.515,18.5,200.244,-0.00105853,-0.00110475,-0.00105733,2.98142e-05,2.99397e-06,4.73389e-06,0.369246,0.273119,0.270677,0.270677,0.359203,0.0606362,0.00608915,0.0100427,0.0175548,-0.00244147
0.515,19.5,4.0675,-0.00111836,-0.000933953,-0.00111714,0.000209189,3.16319e-06,5.00144e-06,-0.0552998,0.27277,0.270424,0.270424,-0.0634975,0.403119,0.00609563,0.00819774,0.0177467,-0.00234554
0.525,16.5,102.058,-0.000932938,-0.000916144,-0.000931802,4.17619e-05,2.63875e-06,4.17223e-06,0.230199,0.268228,0.265632,0.265632,0.220856,0.0954166,0.00602896,0.00934283,0.0167551,-0.00259606
0.525,17.5,243.396,-0.000993916,-0.000993483,-0.000992786,2.70425e-05,2.81122e-06,4.44493e-06,0.266845,0.267776,0.265348,0.265348,0.257317,0.0581229,0.00604221,0.00952808,0.0171154,-0.00242797
0.525,18.5,196.054,-0.00105451,-0.00109889,-0.00105338,3.01311e-05,2.9826e-06,4.71591e-06,0.359379,0.267376,0.265084,0.265084,0.349414,0.0611467,0.00605275,0.00996452,0.017407,-0.00229207
0.525,19.5,48.3081,-0.00111448,-0.00126466,-0.00111333,6.07006e-05,3.15221e-06,4.98409e-06,0.576724,0.267028,0.264837,0.264837,0.565726,0.116701,0.00606033,0.0109971,0.0176236,-0.00219153
0.535,16.5,46.0973,-0.000928956,-0.000852893,-0.000927879,6.21391e-05,2.62748e-06,4.15442e-06,0.0958964,0.262563,0.260107,0.260107,0.0871679,0.141698,0.00599154,0.00872848,0.0165742,-0.00245563
0.535,17.5,208.788,-0.000989856,-0.000981403,-0.000988786,2.91978e-05,2.79974e-06,4.42677e-06,0.244069,0.262125,0.259831,0.259831,0.234675,0.0626291,0.00600542,0.00939427,0.0169466,-0.00229454
0.535,18.5,191.145,-0.00105046,-0.00105416,-0.00104939,3.05156e-05,2.97114e-06,4.69778e-06,0.269243,0.261734,0.259573,0.259573,0.259717,0.0617962,0.00601676,0.00952559,0.0172551,-0.00216108
0.535,19.5,97.2785,-0.00111052,-0.00108359,-0.00110945,4.27754e-05,3.14103e-06,4.96641e-06,0.210346,0.261391,0.259333,0.259333,0.201067,0.0820545,0.00602532,0.00927951,0.0174936,-0.00205824
0.545,16.5,1.4296,-0.000924901,-0.000675904,-0.000923886,0.000352855,2.61602e-06,4.13628e-06,-0.243329,0.256755,0.254445,0.254445,-0.250646,0.803007,0.00595338,0.00731705,0.0163922,-0.0023099
0.545,17.5,187.883,-0.000985694,-0.000980038,-0.000984686,3.07793e-05,2.78797e-06,4.40816e-06,0.24426,0.256333,0.254176,0.254176,0.234898,0.0658849,0.0059678,0.00936177,0.0167747,-0.00215722
0.545,18.5,179.408,-0.00104626,-0.00107802,-0.00104526,3.14979e-05,2.95928e-06,4.67904e-06,0.321105,0.255953,0.253925,0.253925,0.31138,0.0636483,0.00597986,0.00972475,0.0170978,-0.00202813
0.545,19.5,140.78,-0.00110639,-0.00110809,-0.00110538,3.55576e-05,3.12934e-06,4.94792e-06,0.258865,0.255616,0.253691,0.253691,0.249402,0.0680544,0.00598931,0.00946332,0.0173556,-0.00192538
0.545,20.5,3.0551,-0.00116584,-0.0013171,-0.00116483,0.000241374,3.29751e-06,5.21382e-06,0.549348,0.255323,0.253472,0.253472,0.538538,0.438895,0.00599593,0.01081,0.0175431,-0.00185124
0.555,17.5,131.99,-0.000981474,-0.000961744,-0.000980531,3.67225e-05,2.77603e-06,4.38929e-06,0.208741,0.250472,0.248458,0.248458,0.199569,0.0784422,0.00592981,0.00917262,0.0166011,-0.00201418
0.555,18.5,156.682,-0.00104198,-0.00103931,-0.00104105,3.3705e-05,2.94717e-06,4.65989e-06,0.244727,0.250105,0.248214,0.248214,0.235376,0.0679606,0.0059425,0.00935151,0.0169369,-0.00189097
0.555,19.5,129.713,-0.00110213,-0.00109389,-0.00110119,3.70435e-05,3.11729e-06,4.92887e-06,0.234096,0.249776,0.247985,0.247985,0.224774,0.0707378,0.00595275,0.00932222,0.0172116,-0.00179027
0.555,20.5,30.2921,-0.0011617,-0.00123822,-0.00116075,7.66546e-05,3.28577e-06,5.19526e-06,0.392988,0.249485,0.247771,0.247771,0.38294,0.13905,0.00596032,0.0100483,0.0174204,-0.0017142
0.565,17.5,79.0655,-0.000977408,-0.000991754,-0.000976518,4.74471e-05,2.76453e-06,4.3711e-06,0.275787,0.24498,0.243085,0.243085,0.266353,0.101156,0.00589392,0.009434,0.0164309,-0.00189526
0.565,18.5,158.734,-0.00103784,-0.00107007,-0.00103696,3.34864e-05,2.93546e-06,4.64137e-06,0.31048,0.244625,0.242847,0.242847,0.300869,0.0673863,0.00590717,0.00961065,0.0167774,-0.00177784
0.565,19.5,126.878,-0.00109799,-0.00107041,-0.0010971,3.7455e-05,3.10558e-06,4.91035e-06,0.192392,0.244305,0.242625,0.242625,0.183282,0.071376,0.00591813,0.00911004,0.0170671,-0.00167975
0.565,20.5,67.3493,-0.00115764,-0.00120203,-0.00115675,5.14087e-05,3.27429e-06,5.17711e-06,0.32593,0.24402,0.242417,0.242417,0.316216,0.0930514,0.00592657,0.00971408,0.0172949,-0.00160295
0.575,17.5,34.6633,-0.000973327,-0.000953411,-0.000972491,7.16585e-05,2.75298e-06,4.35285e-06,0.197521,0.23948,0.237704,0.237704,0.188461,0.152481,0.00585804,0.00906034,0.0162608,-0.00177673
0.575,18.5,132.501,-0.00103366,-0.00102461,-0.00103283,3.66517e-05,2.92363e-06,4.62267e-06,0.22103,0.239138,0.237472,0.237472,0.211845,0.0736105,0.00587178,0.00918492,0.0166164,-0.00166582
0.575,19.5,122.359,-0.00109378,-0.00110251,-0.00109295,3.81404e-05,3.09367e-06,4.89152e-06,0.255509,0.238828,0.237257,0.237257,0.246154,0.0725333,0.00588337,0.00935517,0.0169191,-0.00157143
0.575,20.5,89.8224,-0.00115348,-0.00117277,-0.00115265,4.45154e-05,3.26252e-06,5.1585e-06,0.273691,0.238549,0.237054,0.237054,0.26424,0.0804016,0.0058926,0.00945121,0.0171638,-0.00149536
0.575,21.5,0.474,-0.00121255,-0.001015,-0.00121172,0.000612793,3.42962e-06,5.42271e-06,-0.0762873,0.238303,0.236864,0.236864,-0.0842653,1.05406,0.00589928,0.00797803,0.0173462,-0.00143913
0.585,17.5,4.2445,-0.000969273,-0.00114814,-0.00096849,0.000204781,2.74152e-06,4.33472e-06,0.651373,0.234051,0.232388,0.232388,0.640289,0.434928,0.00582263,0.0110842,0.016092,-0.00166309
0.585,18.5,127.224,-0.00102949,-0.00106109,-0.00102871,3.74041e-05,2.91184e-06,4.60402e-06,0.298022,0.233723,0.232164,0.232164,0.288532,0.0749766,0.00583679,0.00949022,0.0164552,-0.00155898
0.585,19.5,108.519,-0.00108955,-0.00110713,-0.00108878,4.04996e-05,3.08172e-06,4.87263e-06,0.267052,0.233423,0.231954,0.231954,0.257677,0.0768662,0.00584895,0.00937486,0.0167691,-0.00146897
0.585,20.5,95.5886,-0.00114927,-0.00120129,-0.0011485,4.31519e-05,3.25063e-06,5.13969e-06,0.329028,0.233152,0.231757,0.231757,0.319361,0.0777764,0.00585889,0.00966646,0.0170288,-0.00139468
