x,Q2 (GeV^2),rate (Hz),A_clean,A_noisy,A_simplified,dA_stat,dA_sys_uncor,dA_sys_cor,d/u noisy,d/u clean,d/u PDF,d/u simplified,d/u shifted by 1 sig sys cor,d(d/u) from A_stat,d(d/u) from A_sys_uncor,d(d/u) from A_sys_cor,d(d/u) from sin^2(theta_w),d(d/u) from model
0.35,12.5,4224.39,-0.000752271,-0.000760012,-0.000749163,6.49114e-06,2.12774e-06,3.36426e-06,0.413105,0.388388,0.378543,0.378543,0.402329,0.0206098,0.00675574,0.0107761,0.0187464,-0.00984564
0.35,13.5,3581.6,-0.000814836,-0.000807943,-0.000811641,7.0496e-06,2.3047e-06,3.64406e-06,0.367197,0.387327,0.377974,0.377974,0.356629,0.0206831,0.00676187,0.0105679,0.0190283,-0.00935306
0.35,14.5,1026.71,-0.000875874,-0.000871134,-0.000872501,1.31668e-05,2.47734e-06,3.91703e-06,0.373742,0.386641,0.377455,0.377455,0.363139,0.0359376,0.00676172,0.0106027,0.0191132,-0.00918591
0.35,15.5,3.9127,-0.000934939,-0.00114536,-0.00093127,0.000213287,2.64441e-06,4.18118e-06,0.998928,0.38633,0.376978,0.376978,0.985094,0.544839,0.0067551,0.0138341,0.0189967,-0.00935227
0.45,13.5,649.213,-0.000777185,-0.00078137,-0.000775423,1.65581e-05,2.19821e-06,3.47568e-06,0.328186,0.316181,0.311147,0.311147,0.318211,0.0473675,0.0062884,0.00997517,0.016907,-0.0050346
0.45,14.5,2898.48,-0.000839489,-0.000830694,-0.000837739,7.83642e-06,2.37443e-06,3.75431e-06,0.292137,0.315364,0.310723,0.310723,0.282298,0.0208077,0.00630473,0.00983903,0.0173893,-0.00464141
0.45,15.5,3431.77,-0.000901504,-0.000907479,-0.000899759,7.20185e-06,2.54984e-06,4.03165e-06,0.329508,0.314654,0.310332,0.310332,0.319474,0.0178441,0.00631775,0.0100348,0.0177807,-0.00432124
0.45,16.5,2193.25,-0.000962906,-0.000978122,-0.000961146,9.00864e-06,2.72351e-06,4.30625e-06,0.349694,0.314054,0.30997,0.30997,0.339548,0.020928,0.006327,0.0101461,0.0180705,-0.00408369
0.45,17.5,855.537,-0.00102337,-0.00101126,-0.00102157,1.44239e-05,2.89452e-06,4.57664e-06,0.287254,0.313571,0.309634,0.309634,0.277387,0.0315543,0.00633216,0.00986746,0.0182504,-0.00393615
0.45,18.5,77.6568,-0.00108258,-0.00107937,-0.0010807,4.78755e-05,3.062e-06,4.84145e-06,0.30658,0.313205,0.309322,0.309322,0.296621,0.0990186,0.00633299,0.00995951,0.018315,-0.00388356
0.55,16.5,599.951,-0.000922817,-0.000920423,-0.000921836,1.72244e-05,2.61012e-06,4.12696e-06,0.24829,0.253726,0.251498,0.251498,0.238953,0.0391566,0.00593363,0.00933737,0.0163003,-0.0022277
0.55,17.5,1405.01,-0.000983545,-0.000979744,-0.000982571,1.12555e-05,2.78188e-06,4.39855e-06,0.245202,0.253312,0.251232,0.251232,0.235853,0.0240667,0.00594829,0.00934861,0.0166871,-0.00207995
0.55,18.5,1566.06,-0.00104409,-0.00104816,-0.00104312,1.0661e-05,2.95312e-06,4.66929e-06,0.261183,0.252938,0.250984,0.250984,0.251743,0.0215186,0.00596068,0.00944028,0.0170167,-0.00195392
0.55,19.5,877.063,-0.00110422,-0.00108568,-0.00110325,1.42458e-05,3.12321e-06,4.93823e-06,0.217445,0.252605,0.250753,0.250753,0.208181,0.0272332,0.00597053,0.00926439,0.0172833,-0.0018522
0.55,20.5,368.876,-0.00116374,-0.00117125,-0.00116276,2.19666e-05,3.29154e-06,5.20438e-06,0.26601,0.252313,0.250536,0.250536,0.256518,0.0398927,0.00597764,0.0094913,0.0174817,-0.00177698
0.55,21.5,60.7221,-0.00122241,-0.00127904,-0.00122141,5.41414e-05,3.45749e-06,5.46677e-06,0.352358,0.252061,0.250331,0.250331,0.342471,0.0936704,0.00598183,0.00988704,0.0176079,-0.00172998
0.65,18.5,95.4651,-0.00100303,-0.000925378,-0.00100255,4.31798e-05,2.837e-06,4.48569e-06,0.0518356,0.200238,0.199278,0.199278,0.0435829,0.0855417,0.00562027,0.00825273,0.0154323,-0.000959406
0.65,19.5,412.794,-0.00106232,-0.00104776,-0.00106184,2.07652e-05,3.0047e-06,4.75084e-06,0.172879,0.200013,0.19911,0.19911,0.164102,0.0389411,0.00563473,0.00877604,0.0157871,-0.0009033
0.65,20.5,529.039,-0.00112163,-0.00110547,-0.00112115,1.83425e-05,3.17244e-06,5.01607e-06,0.171238,0.199805,0.198952,0.198952,0.162447,0.0326543,0.00564774,0.00879023,0.0161071,-0.000852662
0.65,21.5,463.214,-0.0011808,-0.00113779,-0.00118033,1.96025e-05,3.33981e-06,5.28071e-06,0.127976,0.199612,0.198803,0.198803,0.119349,0.0332154,0.00565912,0.00862714,0.0163883,-0.000808199
0.65,22.5,276.447,-0.0012397,-0.00121574,-0.00123922,2.53745e-05,3.50639e-06,5.54409e-06,0.161057,0.199433,0.198663,0.198663,0.152276,0.0410225,0.00566872,0.0087814,0.0166272,-0.000770556
0.65,23.5,110.46,-0.00129815,-0.00126594,-0.00129767,4.01422e-05,3.67172e-06,5.80551e-06,0.150054,0.199271,0.19853,0.19853,0.141306,0.0620588,0.00567639,0.00874753,0.0168204,-0.000740291
0.65,24.5,20.9612,-0.00135601,-0.00126345,-0.00135552,9.21499e-05,3.83537e-06,6.06426e-06,0.0663304,0.199123,0.198405,0.198405,0.057923,0.136518,0.00568201,0.00840739,0.0169652,-0.000717863
0.75,20.5,18.6466,-0.00108171,-0.00100582,-0.00108155,9.77019e-05,3.05954e-06,4.83755e-06,0.0262513,0.155115,0.154828,0.154828,0.018307,0.171221,0.00536179,0.00794434,0.0147457,-0.000286732
0.75,21.5,102.576,-0.00113965,-0.00114578,-0.00113948,4.16563e-05,3.22341e-06,5.09666e-06,0.165267,0.155008,0.154736,0.154736,0.156743,0.0694672,0.00537545,0.00852388,0.0150653,-0.000271279
0.75,22.5,131.629,-0.0011977,-0.00116405,-0.00119754,3.67728e-05,3.38761e-06,5.35628e-06,0.102057,0.154906,0.154649,0.154649,0.0937699,0.0584887,0.00538813,0.00828726,0.0153621,-0.000256929
0.75,23.5,123.632,-0.00125577,-0.00130154,-0.00125561,3.79435e-05,3.55185e-06,5.61597e-06,0.225587,0.154811,0.154567,0.154567,0.216774,0.0576838,0.00539972,0.00881264,0.0156336,-0.000243816
0.75,24.5,105.225,-0.00131374,-0.00124907,-0.00131359,4.11286e-05,3.71583e-06,5.87525e-06,0.0626455,0.154722,0.15449,0.15449,0.0544828,0.0598816,0.0054101,0.00816274,0.0158773,-0.000232066
0.75,25.5,57.4457,-0.00137151,-0.00141779,-0.00137136,5.5664e-05,3.87923e-06,6.1336e-06,0.220311,0.154638,0.154416,0.154416,0.211488,0.0777609,0.00541917,0.008823,0.0160908,-0.000221801
0.75,26.5,21.5649,-0.00142896,-0.00149453,-0.0014288,9.08509e-05,4.04171e-06,6.39051e-06,0.244505,0.15456,0.154347,0.154347,0.235568,0.121986,0.00542682,0.00893726,0.0162718,-0.000213129
0.75,27.5,3.5167,-0.00148597,-0.00146728,-0.00148581,0.000224976,4.20295e-06,6.64545e-06,0.130469,0.154486,0.15428,0.15428,0.121995,0.290817,0.00543298,0.00847384,0.0164187,-0.000206148
0.85,22.5,3.0146,-0.00116189,-0.00102517,-0.00116188,0.00024299,3.28633e-06,5.19615e-06,-0.0835273,0.120818,0.120802,0.120802,-0.0908943,0.382112,0.0051679,0.00736699,0.0142285,-1.58091e-05
0.85,23.5,17.5785,-0.00121873,-0.00114411,-0.00121872,0.000100626,3.44709e-06,5.45032e-06,0.0116051,0.120781,0.120766,0.120766,0.00385712,0.151231,0.00518062,0.00774799,0.0145165,-1.40775e-05
0.85,24.5,20.2692,-0.00127573,-0.00118402,-0.00127572,9.37097e-05,3.60831e-06,5.70524e-06,-0.00714241,0.120745,0.120733,0.120733,-0.0148361,0.134855,0.00519264,0.00769372,0.0147888,-1.2451e-05
0.85,25.5,18.1185,-0.00133283,-0.00121387,-0.00133282,9.91156e-05,3.7698e-06,5.96058e-06,-0.0372054,0.120712,0.120701,0.120701,-0.0448003,0.136821,0.00520389,0.00759493,0.0150437,-1.09378e-05
0.85,26.5,15.8421,-0.00138994,-0.0013574,-0.00138993,0.000105998,3.93133e-06,6.21598e-06,0.0779711,0.12068,0.12067,0.12067,0.0699125,0.140589,0.00521429,0.00805854,0.0152793,-9.5463e-06
0.85,27.5,13.248,-0.00144698,-0.00138947,-0.00144697,0.000115912,4.09266e-06,6.47107e-06,0.0485312,0.12065,0.120641,0.120641,0.0405739,0.147946,0.00522375,0.00795723,0.0154939,-8.28471e-06
0.85,28.5,6.6456,-0.00150386,-0.00146856,-0.00150385,0.000163657,4.25356e-06,6.72546e-06,0.0776541,0.120621,0.120614,0.120614,0.069569,0.201312,0.00523221,0.00808517,0.015686,-7.16104e-06
0.85,29.5,2.0329,-0.0015605,-0.00201092,-0.00156049,0.0002959,4.41375e-06,6.97875e-06,0.735019,0.120593,0.120587,0.120587,0.724104,0.351266,0.0052396,0.0109142,0.0158541,-6.18273e-06
0.95,28.5,0.0604,-0.00147376,-0.00105361,-0.00147377,0.00171666,4.16842e-06,6.59085e-06,-0.355574,0.101204,0.101214,0.101214,-0.36193,2.10023,0.00509982,0.00635627,0.0148634,9.94504e-06
0.95,29.5,0.1849,-0.00153031,-0.00275744,-0.00153032,0.000981148,4.32838e-06,6.84377e-06,2.34063,0.1012,0.10121,0.10121,2.32138,1.15814,0.00510921,0.0192507,0.0150724,9.78425e-06
