x,Q2 (GeV^2),rate (Hz),A_clean,A_noisy,A_simplified,dA_stat,dA_sys_uncor,dA_sys_cor,d/u noisy,d/u clean,d/u PDF,d/u simplified,d/u shifted by 1 sig sys cor,d(d/u) from A_stat,d(d/u) from A_sys_uncor,d(d/u) from A_sys_cor,d(d/u) from sin^2(theta_w),d(d/u) from model
0.215,3.55,42.1265,-0.000226505,-0.000290592,-0.000223302,6.50018e-05,6.40652e-07,1.01296e-06,1.48062,0.550562,0.512293,0.512293,1.46297,0.783245,0.0077196,0.0176479,0.0200293,-0.0382693
0.215,3.65,45.9244,-0.000233219,-0.000246988,-0.000229999,6.2256e-05,6.59642e-07,1.04298e-06,0.716293,0.549239,0.511872,0.511872,0.703211,0.728526,0.00771919,0.0130816,0.0202058,-0.0373668
0.215,3.75,18.2161,-0.000239911,-0.000126943,-0.000236672,9.88497e-05,6.78572e-07,1.07292e-06,-0.453888,0.54802,0.511467,0.511467,-0.461292,1.12439,0.0077186,0.00740391,0.0203628,-0.0365533
0.215,3.85,1.0602,-0.000246578,-0.000533996,-0.000243314,0.000409741,6.97427e-07,1.10273e-06,11.1316,0.546908,0.511076,0.511076,10.9977,4.53423,0.0077178,0.13395,0.0204994,-0.0358319
0.225,3.65,37.7862,-0.000231355,-0.000337663,-0.000228288,6.86335e-05,6.54371e-07,1.03465e-06,2.24033,0.53619,0.500736,0.500736,2.2176,0.799762,0.00762514,0.0227335,0.0197452,-0.0354544
0.225,3.75,86.1601,-0.000238051,-0.000198645,-0.000234971,4.54517e-05,6.7331e-07,1.0646e-06,0.128662,0.534963,0.500343,0.500343,0.118693,0.514757,0.00762547,0.00996915,0.0199248,-0.0346199
0.225,3.85,33.2543,-0.00024473,-0.000238872,-0.000241633,7.31609e-05,6.922e-07,1.09447e-06,0.470192,0.533822,0.499964,0.499964,0.458502,0.805974,0.0076256,0.0116904,0.0200872,-0.0338578
0.225,3.95,10.9542,-0.000251387,-0.000229406,-0.000248271,0.000127471,7.11029e-07,1.12424e-06,0.308688,0.532769,0.499599,0.499599,0.297821,1.36708,0.0076255,0.0108669,0.0202316,-0.0331707
0.235,3.75,42.5514,-0.000236183,-0.000211378,-0.000233255,6.46764e-05,6.68026e-07,1.05624e-06,0.258965,0.522459,0.489668,0.489668,0.248425,0.729546,0.0075353,0.0105403,0.0194753,-0.032791
0.235,3.85,150.081,-0.000242859,-0.000253489,-0.00023992,3.44382e-05,6.8691e-07,1.0861e-06,0.641034,0.521324,0.4893,0.4893,0.628512,0.377831,0.00753627,0.0125214,0.0196564,-0.0320239
0.235,3.95,102.055,-0.000249522,-0.000194408,-0.000246569,4.17625e-05,7.05755e-07,1.1159e-06,-0.000510834,0.520261,0.488945,0.488945,-0.00981849,0.445998,0.00753703,0.00930765,0.0198222,-0.0313158
0.235,4.05,32.2794,-0.000256167,-0.000278806,-0.000253199,7.42575e-05,7.24549e-07,1.14561e-06,0.767741,0.519272,0.488603,0.488603,0.754513,0.772507,0.00753755,0.0132276,0.0199721,-0.0306692
0.235,4.15,3.498,-0.000262789,-0.00049497,-0.000259803,0.000225576,7.4328e-07,1.17523e-06,5.4353,0.518357,0.488271,0.488271,5.38361,2.28763,0.00753783,0.0516869,0.0201054,-0.0300862
0.245,3.85,14.4836,-0.00024099,-4.04513e-05,-0.000238201,0.000110857,6.81622e-07,1.07774e-06,-0.965572,0.50931,0.479029,0.479029,-0.970896,1.21159,0.00744966,0.00532448,0.0192189,-0.030281
0.245,3.95,143.375,-0.000247645,-0.000222129,-0.000244846,3.52344e-05,7.00446e-07,1.1075e-06,0.252239,0.508263,0.478685,0.478685,0.241783,0.374815,0.00745119,0.0104555,0.0194003,-0.0295788
0.245,4.05,167.106,-0.00025429,-0.000224781,-0.000251481,3.26367e-05,7.19241e-07,1.13722e-06,0.220937,0.507277,0.478352,0.478352,0.210628,0.338169,0.0074525,0.0103086,0.019568,-0.0289251
0.245,4.15,55.2392,-0.00026092,-0.000135994,-0.000258099,5.67648e-05,7.37995e-07,1.16687e-06,-0.47938,0.506351,0.478029,0.478029,-0.486559,0.573312,0.00745358,0.00717855,0.0197216,-0.0283218
0.245,4.25,32.2942,-0.000267532,-0.000195813,-0.000264696,7.42405e-05,7.56695e-07,1.19644e-06,-0.105263,0.505488,0.477717,0.477717,-0.114051,0.731363,0.00745441,0.00878769,0.0198603,-0.027771
0.245,4.35,2.8854,-0.000274121,-7.03346e-05,-0.000271267,0.00024837,7.75331e-07,1.22591e-06,-0.860799,0.504689,0.477415,0.477415,-0.866513,2.38813,0.00745497,0.00571391,0.0199838,-0.0272743
0.255,4.05,200.23,-0.000252415,-0.000222356,-0.000249755,2.98152e-05,7.13937e-07,1.12883e-06,0.205504,0.495778,0.468484,0.468484,0.195332,0.307791,0.00737017,0.0101724,0.0191566,-0.0272938
0.255,4.15,256.085,-0.000259041,-0.000238543,-0.000256372,2.6364e-05,7.32677e-07,1.15846e-06,0.297673,0.494864,0.468171,0.468171,0.287044,0.265266,0.00737197,0.0106295,0.0193251,-0.0266929
0.255,4.25,109.756,-0.000265655,-0.000270999,-0.000262976,4.02708e-05,7.51385e-07,1.18804e-06,0.547067,0.494001,0.467867,0.467867,0.535163,0.395187,0.00737353,0.0119043,0.0194809,-0.0261337
0.255,4.35,61.7971,-0.000272253,-0.000222329,-0.000269563,5.36684e-05,7.70049e-07,1.21755e-06,0.0610431,0.493191,0.467574,0.467574,0.0515399,0.513989,0.00737485,0.00950323,0.0196234,-0.0256177
0.255,4.45,27.6213,-0.000278833,-0.000373636,-0.000276129,8.02751e-05,7.88659e-07,1.24698e-06,1.5971,0.492435,0.467288,0.467288,1.57905,0.750771,0.00737591,0.0180445,0.0197523,-0.0251466
0.255,4.55,0.6603,-0.000285389,0.000538875,-0.000282669,0.000519197,8.07203e-07,1.2763e-06,-2.3221,0.491733,0.467011,0.467011,-2.32372,4.74473,0.00737669,0.00162598,0.019867,-0.0247217
0.265,4.15,140.684,-0.000257169,-0.000286253,-0.000254645,3.55698e-05,7.27384e-07,1.15009e-06,0.795702,0.483819,0.458656,0.458656,0.782547,0.35663,0.0072929,0.0131548,0.0189247,-0.0251628
0.265,4.25,336.297,-0.000263775,-0.000280303,-0.000261244,2.3006e-05,7.46067e-07,1.17964e-06,0.650639,0.482973,0.458361,0.458361,0.638259,0.224955,0.00729511,0.0123805,0.019093,-0.0246123
0.265,4.35,247.997,-0.000270371,-0.000268209,-0.000267832,2.67904e-05,7.64725e-07,1.20914e-06,0.461638,0.482171,0.458075,0.458075,0.450235,0.255638,0.0072971,0.011403,0.01925,-0.0240962
0.265,4.45,127.691,-0.000276955,-0.000256012,-0.000274407,3.73356e-05,7.83347e-07,1.23858e-06,0.294418,0.481414,0.457798,0.457798,0.283847,0.347874,0.00729885,0.0105714,0.0193951,-0.0236161
0.265,4.55,47.8132,-0.000283523,-0.000237988,-0.000280964,6.10139e-05,8.01925e-07,1.26795e-06,0.101273,0.480701,0.457528,0.457528,0.0916253,0.555442,0.00730034,0.00964796,0.0195278,-0.0231731
0.265,4.65,19.7819,-0.000290071,-0.000196613,-0.0002875,9.48569e-05,8.20446e-07,1.29724e-06,-0.221463,0.480035,0.457266,0.457266,-0.229658,0.84418,0.00730157,0.0081946,0.0196478,-0.0227687
0.265,4.85,0.147,-0.000303095,0.00102656,-0.00030049,0.00110038,8.57281e-07,1.35548e-06,-2.73087,0.478843,0.456763,0.456763,-2.7318,9.37417,0.00730317,0.000926497,0.0198481,-0.0220801
0.275,4.25,87.8152,-0.000261908,-0.000247871,-0.000259517,4.50213e-05,7.40789e-07,1.17129e-06,0.339605,0.472343,0.449159,0.449159,0.328885,0.438737,0.00721905,0.0107203,0.0187041,-0.0231842
0.275,4.35,310.95,-0.000268493,-0.000256603,-0.000266096,2.39253e-05,7.59413e-07,1.20074e-06,0.361284,0.471561,0.44888,0.44888,0.350449,0.227517,0.00722162,0.0108351,0.0188715,-0.022681
0.275,4.45,248.715,-0.000275071,-0.000269321,-0.000272667,2.67517e-05,7.78018e-07,1.23015e-06,0.418055,0.470817,0.44861,0.44861,0.406929,0.248392,0.00722397,0.011126,0.0190288,-0.0222064
0.275,4.55,198.102,-0.000281639,-0.000327363,-0.000279228,2.99749e-05,7.96595e-07,1.25953e-06,0.927301,0.470109,0.448348,0.448348,0.913458,0.271909,0.00722609,0.0138431,0.0191753,-0.0217617
0.275,4.65,116.776,-0.000288194,-0.000278811,-0.000285774,3.90415e-05,8.15134e-07,1.28884e-06,0.387764,0.46944,0.448092,0.448092,0.376777,0.346189,0.00722797,0.010987,0.0193107,-0.0213481
0.275,4.75,69.4613,-0.000294732,-0.000358199,-0.000292303,5.06211e-05,8.33627e-07,1.31808e-06,1.09655,0.468811,0.447844,0.447844,1.08173,0.439009,0.00722959,0.0148248,0.0194346,-0.0209666
0.275,4.85,14.0228,-0.00030125,-0.000264807,-0.000298809,0.000112664,8.52063e-07,1.34723e-06,0.178978,0.468221,0.447602,0.447602,0.169001,0.956113,0.00723094,0.00997695,0.0195467,-0.0206185
0.275,4.95,2.1854,-0.000307744,-0.00063047,-0.000305289,0.000285389,8.70432e-07,1.37627e-06,7.17403,0.467672,0.447368,0.447368,7.10296,2.37117,0.00723202,0.0710748,0.0196465,-0.0203046
0.285,4.35,46.6753,-0.000266636,-0.000224977,-0.000264373,6.17532e-05,7.54161e-07,1.19243e-06,0.0985659,0.46134,0.439989,0.439989,0.0890487,0.585345,0.00714854,0.00951723,0.0184943,-0.0213514
0.285,4.45,410.08,-0.0002732,-0.000283282,-0.000270932,2.08338e-05,7.72725e-07,1.22179e-06,0.555925,0.460618,0.439725,0.439725,0.544159,0.192813,0.00715141,0.0117653,0.0186603,-0.0208922
0.285,4.55,414.863,-0.000279758,-0.000284646,-0.000277485,2.07134e-05,7.91276e-07,1.25112e-06,0.504558,0.459926,0.439469,0.439469,0.493048,0.187273,0.00715407,0.0115096,0.0188172,-0.0204569
0.285,4.65,199.773,-0.000286309,-0.000276557,-0.00028403,2.98493e-05,8.09804e-07,1.28041e-06,0.374722,0.459267,0.439221,0.439221,0.363859,0.263788,0.00715652,0.0108634,0.0189643,-0.0200466
0.285,4.75,150.707,-0.000292849,-0.000291596,-0.000290564,3.43666e-05,8.28302e-07,1.30966e-06,0.447838,0.458641,0.438978,0.438978,0.436602,0.297019,0.00715873,0.0112357,0.0191014,-0.0196622
0.285,4.85,125.817,-0.000299375,-0.000277096,-0.000297082,3.76125e-05,8.4676e-07,1.33885e-06,0.277281,0.458048,0.438743,0.438743,0.266884,0.318073,0.00716069,0.0103971,0.0192282,-0.0193049
0.285,4.95,51.1019,-0.000305884,-0.000270336,-0.000303582,5.9018e-05,8.6517e-07,1.36795e-06,0.181428,0.457489,0.438514,0.438514,0.171486,0.488587,0.00716241,0.00994177,0.0193441,-0.0189755
0.285,5.05,9.0407,-0.000312373,-0.000318666,-0.00031006,0.000140314,8.83524e-07,1.39697e-06,0.508584,0.456966,0.438291,0.438291,0.497023,1.13771,0.00716386,0.0115612,0.019449,-0.0186749
0.285,5.15,1.7999,-0.000318838,-0.000293676,-0.000316512,0.00031447,9.01811e-07,1.42589e-06,0.265142,0.456478,0.438074,0.438074,0.25479,2.49851,0.00716503,0.0103518,0.0195425,-0.0184039
0.285,5.25,0.1294,-0.000325277,-0.00184874,-0.000322936,0.00117283,9.20023e-07,1.45468e-06,-6.67965,0.456026,0.437863,0.437863,-6.68375,9.13501,0.00716592,0.00410361,0.0196243,-0.0181632
0.295,4.45,17.7236,-0.00027135,-7.97776e-05,-0.00026921,0.000100214,7.67493e-07,1.21351e-06,-0.814329,0.450744,0.431085,0.431085,-0.820055,0.924574,0.00708091,0.00572552,0.0182944,-0.0196592
0.295,4.55,273.264,-0.000277892,-0.000298315,-0.000275748,2.55218e-05,7.85996e-07,1.24277e-06,0.642087,0.450076,0.430835,0.430835,0.62993,0.230024,0.00708404,0.0121564,0.0184586,-0.0192407
0.295,4.65,410.471,-0.00028443,-0.000325716,-0.000282282,2.08239e-05,8.0449e-07,1.27201e-06,0.845513,0.449434,0.430592,0.430592,0.83226,0.183443,0.00708697,0.0132529,0.0186145,-0.0188422
0.295,4.75,261.204,-0.000290963,-0.0003112,-0.000288811,2.61044e-05,8.22967e-07,1.30123e-06,0.630266,0.44882,0.430356,0.430356,0.618155,0.224884,0.0070897,0.0121111,0.0187617,-0.0184647
0.295,4.85,193.807,-0.000297487,-0.000333592,-0.00029533,3.03052e-05,8.4142e-07,1.3304e-06,0.774909,0.448235,0.430126,0.430126,0.762022,0.255438,0.0070922,0.0128864,0.0188997,-0.018109
0.295,4.95,159.146,-0.000304,-0.000336782,-0.000301836,3.3443e-05,8.59841e-07,1.35953e-06,0.73568,0.447679,0.429903,0.429903,0.722997,0.275935,0.00709447,0.012683,0.0190283,-0.017776
0.295,5.05,93.4752,-0.000310498,-0.000228324,-0.000308328,4.3637e-05,8.7822e-07,1.38859e-06,-0.130594,0.447152,0.429685,0.429685,-0.13907,0.352611,0.0070965,0.00847591,0.0191471,-0.0174665
0.295,5.15,40.0746,-0.000316978,-0.000264459,-0.0003148,6.66451e-05,8.9655e-07,1.41757e-06,0.0663978,0.446655,0.429474,0.429474,0.0570335,0.527651,0.00709827,0.00936428,0.0192558,-0.0171813
0.295,5.25,13.7803,-0.000323439,-0.000117267,-0.00032125,0.000113651,9.14823e-07,1.44646e-06,-0.730437,0.446189,0.429267,0.429267,-0.736496,0.882027,0.00709979,0.00605917,0.0193542,-0.0169211
0.295,5.35,3.6384,-0.000329876,-0.00054047,-0.000327675,0.000221181,9.3303e-07,1.47525e-06,2.95211,0.445753,0.429066,0.429066,2.92476,1.68335,0.00710103,0.0273478,0.019442,-0.0166864
0.305,4.55,25.316,-0.000276053,-0.000412166,-0.000274031,8.38505e-05,7.80797e-07,1.23455e-06,2.12861,0.440558,0.422461,0.422461,2.10755,0.753474,0.00701618,0.0210584,0.0181041,-0.0180971
0.305,4.65,287.584,-0.000282573,-0.000282634,-0.000280548,2.48783e-05,7.99237e-07,1.26371e-06,0.440471,0.43994,0.422224,0.422224,0.429397,0.218501,0.00701952,0.0110738,0.0182662,-0.0177161
0.305,4.75,603.342,-0.000289091,-0.00030122,-0.000287063,1.7176e-05,8.17674e-07,1.29286e-06,0.546014,0.439345,0.421993,0.421993,0.5344,0.147518,0.00702268,0.0116141,0.0184208,-0.0173518
0.305,4.85,332.051,-0.000295605,-0.000304004,-0.000293574,2.31526e-05,8.36098e-07,1.32199e-06,0.510485,0.438774,0.421769,0.421769,0.499044,0.194549,0.00702564,0.0114412,0.0185674,-0.0170052
0.305,4.95,289.836,-0.000302113,-0.00030624,-0.000300078,2.47815e-05,8.54504e-07,1.35109e-06,0.472435,0.438228,0.421551,0.421551,0.461178,0.20383,0.00702839,0.0112564,0.0187057,-0.0166769
0.305,5.05,189.797,-0.000308611,-0.000311059,-0.000306571,3.06237e-05,8.72883e-07,1.38015e-06,0.457513,0.437706,0.421339,0.421339,0.446325,0.246669,0.00703093,0.0111882,0.0188355,-0.0163678
0.305,5.15,124.563,-0.000315097,-0.000368602,-0.000313052,3.78014e-05,8.91228e-07,1.40916e-06,0.903863,0.437211,0.421132,0.421132,0.890318,0.298314,0.00703323,0.013545,0.0189563,-0.0160786
0.305,5.25,75.1301,-0.000321568,-0.000320025,-0.000319516,4.86739e-05,9.09531e-07,1.43809e-06,0.424836,0.43674,0.420931,0.420931,0.4138,0.376497,0.0070353,0.0110366,0.0190679,-0.0158098
0.305,5.35,21.7369,-0.000328021,-0.000217441,-0.000325962,9.04907e-05,9.27783e-07,1.46695e-06,-0.26908,0.436296,0.420734,0.420734,-0.276933,0.68636,0.00703711,0.00785308,0.0191701,-0.0155621
0.305,5.45,9.79,-0.000334454,-0.000386245,-0.000332385,0.000134838,9.45978e-07,1.49572e-06,0.8579,0.435879,0.420543,0.420543,0.844589,1.00328,0.00703867,0.0133109,0.0192626,-0.0153362
0.305,5.55,1.6726,-0.000340863,-0.000336835,-0.000338784,0.000326217,9.64107e-07,1.52439e-06,0.406268,0.435488,0.420356,0.420356,0.39531,2.38205,0.00703996,0.0109577,0.0193452,-0.0151325
0.315,4.75,426.964,-0.00028724,-0.000281222,-0.000285328,2.04177e-05,8.12437e-07,1.28458e-06,0.379202,0.430144,0.413829,0.413829,0.368479,0.17485,0.00695741,0.0107228,0.0180822,-0.016315
0.315,4.85,549.762,-0.000293738,-0.000288385,-0.000291823,1.79935e-05,8.30816e-07,1.31363e-06,0.385194,0.429592,0.41361,0.41361,0.374434,0.150754,0.00696076,0.0107599,0.0182351,-0.0159825
0.315,4.95,542.533,-0.000300233,-0.000271418,-0.000298316,1.8113e-05,8.49186e-07,1.34268e-06,0.204732,0.429061,0.413397,0.413397,0.194831,0.148539,0.00696393,0.00990042,0.0183808,-0.0156647
0.315,5.05,479.936,-0.000306723,-0.000303827,-0.000304803,1.9258e-05,8.67543e-07,1.37171e-06,0.405423,0.428552,0.413189,0.413189,0.394549,0.154653,0.0069669,0.010874,0.0185189,-0.0153625
0.315,5.15,264.702,-0.000313205,-0.00032979,-0.000311282,2.59313e-05,8.85878e-07,1.4007e-06,0.562511,0.428064,0.412988,0.412988,0.550842,0.204015,0.00696966,0.0116694,0.0186492,-0.0150765
0.315,5.25,197.507,-0.000319677,-0.000365501,-0.000317751,3.00201e-05,9.04184e-07,1.42964e-06,0.811586,0.427598,0.412791,0.412791,0.798602,0.231486,0.0069722,0.0129839,0.0187713,-0.0148072
0.315,5.35,132.951,-0.000326137,-0.000293966,-0.000324206,3.65895e-05,9.22455e-07,1.45853e-06,0.196583,0.427155,0.412599,0.412599,0.186697,0.276647,0.00697452,0.00988558,0.0188851,-0.0145553
0.315,5.45,84.4623,-0.000332581,-0.000313679,-0.000330644,4.59062e-05,9.40682e-07,1.48735e-06,0.290848,0.426733,0.412412,0.412412,0.280509,0.340465,0.0069766,0.0103392,0.0189902,-0.0143213
0.315,5.55,36.6012,-0.000339008,-0.000336379,-0.000337064,6.97357e-05,9.58859e-07,1.51609e-06,0.407286,0.426335,0.41223,0.41223,0.396374,0.507526,0.00697843,0.010912,0.0190864,-0.0141057
0.315,5.65,6.4614,-0.000345414,-0.000584956,-0.000343461,0.000165974,9.76978e-07,1.54474e-06,3.21634,0.42596,0.412051,0.412051,3.18712,1.1858,0.00698001,0.0292202,0.0191735,-0.0139091
0.315,5.75,1.4167,-0.000351796,-0.00122339,-0.000349833,0.000354457,9.95031e-07,1.57328e-06,-15.5916,0.425608,0.411877,0.411877,-15.6678,2.48694,0.00698133,0.0762243,0.0192513,-0.0137318
0.325,4.85,213.914,-0.000291896,-0.000256509,-0.000290092,2.88458e-05,8.25608e-07,1.3054e-06,0.143575,0.420696,0.405673,0.405673,0.134015,0.240999,0.00689773,0.00955966,0.0179064,-0.0150232
0.325,4.95,701.43,-0.000298373,-0.000293611,-0.000296567,1.59298e-05,8.43927e-07,1.33437e-06,0.381582,0.420184,0.405465,0.405465,0.370886,0.130267,0.00690125,0.0106959,0.0180574,-0.0147197
0.325,5.05,510.784,-0.000304849,-0.000306875,-0.000303041,1.86674e-05,8.62243e-07,1.36333e-06,0.435971,0.419691,0.405262,0.405262,0.425001,0.149483,0.00690459,0.0109705,0.0182018,-0.0144289
0.325,5.15,397.404,-0.000311321,-0.000297857,-0.000309511,2.11635e-05,8.80549e-07,1.39227e-06,0.316062,0.419216,0.405065,0.405065,0.305669,0.166023,0.00690774,0.0103931,0.0183393,-0.0141511
0.325,5.25,346.603,-0.000317787,-0.000301961,-0.000315975,2.26614e-05,8.98838e-07,1.42119e-06,0.300341,0.41876,0.404873,0.404873,0.290017,0.174232,0.0069107,0.0103241,0.0184697,-0.013887
0.325,5.35,204.205,-0.000324245,-0.000318415,-0.00032243,2.95236e-05,9.17103e-07,1.45007e-06,0.374805,0.418322,0.404685,0.404685,0.364114,0.22256,0.00691345,0.0106907,0.0185926,-0.0136371
0.325,5.45,151.142,-0.000330692,-0.000364599,-0.000328874,3.4317e-05,9.35339e-07,1.4789e-06,0.683695,0.417904,0.404502,0.404502,0.671437,0.253744,0.00691599,0.0122583,0.0187078,-0.013402
0.325,5.55,113.069,-0.000337126,-0.000338399,-0.000335304,3.96764e-05,9.53537e-07,1.50767e-06,0.426759,0.417506,0.404324,0.404324,0.415801,0.287868,0.0069183,0.0109575,0.0188151,-0.0131821
0.325,5.65,61.5317,-0.000343545,-0.000377307,-0.000341717,5.3784e-05,9.71691e-07,1.53638e-06,0.671425,0.417127,0.404149,0.404149,0.659218,0.38305,0.00692038,0.0122063,0.0189142,-0.0129778
0.325,5.75,32.2844,-0.000349945,-0.000309043,-0.000348111,7.42517e-05,9.89793e-07,1.565e-06,0.148117,0.416768,0.403979,0.403979,0.138485,0.519286,0.00692221,0.00963159,0.019005,-0.0127897
0.325,5.85,4.5985,-0.000356325,-0.000336881,-0.000354483,0.000196741,1.00784e-06,1.59353e-06,0.286777,0.41643,0.403812,0.403812,0.276488,1.3516,0.00692381,0.0102894,0.0190872,-0.0126181
0.335,4.95,320.694,-0.000296538,-0.000291036,-0.000294836,2.3559e-05,8.38737e-07,1.32616e-06,0.367116,0.411538,0.397698,0.397698,0.356543,0.19213,0.00684012,0.0105728,0.017738,-0.0138404
0.335,5.05,629.613,-0.000302994,-0.000319819,-0.000301291,1.68138e-05,8.56997e-07,1.35503e-06,0.549643,0.411063,0.3975,0.3975,0.538161,0.134271,0.00684377,0.0114825,0.0178869,-0.0135637
0.335,5.15,508.17,-0.00030945,-0.000315053,-0.000307745,1.87154e-05,8.75257e-07,1.3839e-06,0.454879,0.410604,0.397307,0.397307,0.443861,0.146413,0.00684726,0.0110176,0.0180298,-0.0132976
0.335,5.25,559.068,-0.000315904,-0.000332869,-0.000314198,1.78431e-05,8.93511e-07,1.41276e-06,0.544187,0.410161,0.397119,0.397119,0.532716,0.136803,0.00685056,0.011471,0.0181664,-0.0130426
0.335,5.35,431.01,-0.000322353,-0.000307239,-0.000320645,2.03217e-05,9.11752e-07,1.44161e-06,0.298977,0.409735,0.396936,0.396936,0.288702,0.152759,0.00685369,0.0102745,0.0182964,-0.0127993
0.335,5.45,302.01,-0.000328796,-0.000349585,-0.000327086,2.42768e-05,9.29974e-07,1.47042e-06,0.568123,0.409325,0.396757,0.396757,0.556517,0.178991,0.00685662,0.0116066,0.0184196,-0.012568
0.335,5.55,213.301,-0.000335229,-0.000327163,-0.000333517,2.88872e-05,9.48171e-07,1.49919e-06,0.351341,0.408932,0.396582,0.396582,0.340802,0.208979,0.00685934,0.0105385,0.0185357,-0.0123492
0.335,5.65,148.258,-0.000341652,-0.000332681,-0.000339937,3.46493e-05,9.66337e-07,1.52791e-06,0.34576,0.408555,0.396412,0.396412,0.335243,0.246041,0.00686186,0.0105172,0.0186446,-0.0121435
0.335,5.75,91.0658,-0.00034806,-0.000357529,-0.000346342,4.42105e-05,9.84463e-07,1.55657e-06,0.475216,0.408196,0.396245,0.396245,0.464058,0.308257,0.00686415,0.0111578,0.0187459,-0.011951
0.335,5.85,75.6099,-0.000354453,-0.000374816,-0.00035273,4.85192e-05,1.00255e-06,1.58516e-06,0.551872,0.407854,0.396082,0.396082,0.540324,0.332297,0.00686622,0.0115481,0.0188396,-0.0117724
0.335,5.95,29.2358,-0.000360828,-0.000335813,-0.000359099,7.80271e-05,1.02058e-06,1.61367e-06,0.245385,0.40753,0.395922,0.395922,0.235333,0.52509,0.00686805,0.0100512,0.0189254,-0.0116079
0.335,6.05,1.5717,-0.000367182,-0.000660248,-0.000365446,0.000336526,1.03855e-06,1.64209e-06,3.86796,0.407224,0.395766,0.395766,3.8335,2.226,0.00686964,0.0344661,0.0190031,-0.0114579
0.345,5.05,217.026,-0.000301168,-0.000324965,-0.000299562,2.86383e-05,8.51831e-07,1.34686e-06,0.600737,0.402672,0.389921,0.389921,0.589053,0.228095,0.00678455,0.0116845,0.0175767,-0.0127507
0.345,5.15,650.999,-0.000307603,-0.000314676,-0.000305997,1.65353e-05,8.70033e-07,1.37564e-06,0.458114,0.402231,0.389732,0.389732,0.447134,0.129015,0.00678832,0.0109804,0.0177234,-0.0124984
0.345,5.25,663.886,-0.000314039,-0.000333666,-0.000312432,1.63741e-05,8.88237e-07,1.40443e-06,0.557181,0.401803,0.389548,0.389548,0.545699,0.125205,0.00679192,0.0114815,0.0178646,-0.0122552
