x,Q2 (GeV^2),rate (Hz),A_clean,A_noisy,A_simplified,dA_stat,dA_sys_uncor,dA_sys_cor,d/u noisy,d/u clean,d/u PDF,d/u simplified,d/u shifted by 1 sig sys cor,d(d/u) from A_stat,d(d/u) from A_sys_uncor,d(d/u) from A_sys_cor,d(d/u) from sin^2(theta_w),d(d/u) from model
0.45,7.5,10128.4,-0.000436124,-0.000441045,-0.000435267,4.19211e-06,1.23354e-06,1.9504e-06,0.344771,0.319343,0.314944,0.314944,0.334657,0.0215349,0.00633672,0.010114,0.0176417,-0.00439866
0.45,8.5,470.028,-0.000497574,-0.000478312,-0.000496701,1.94599e-05,1.40735e-06,2.22522e-06,0.232771,0.318026,0.314087,0.314087,0.223138,0.0878656,0.00635449,0.00963253,0.0182197,-0.00393882
0.55,6.5,2743.79,-0.000356385,-0.000353394,-0.000355913,8.05429e-06,1.00801e-06,1.5938e-06,0.241611,0.259014,0.256255,0.256255,0.232396,0.0470511,0.00588853,0.00921459,0.0146272,-0.0027591
0.55,7.5,12483.3,-0.000416587,-0.000420763,-0.000416112,3.77606e-06,1.17828e-06,1.86303e-06,0.278948,0.257836,0.255448,0.255448,0.269504,0.0189949,0.00592719,0.00944399,0.0156593,-0.00238756
0.55,8.5,7189.52,-0.000477348,-0.000478803,-0.00047688,4.97569e-06,1.35015e-06,2.13477e-06,0.263266,0.256835,0.254766,0.254766,0.253835,0.021964,0.00595991,0.00943103,0.0165329,-0.00206817
0.55,9.5,925.177,-0.000537933,-0.000522333,-0.000537469,1.38705e-05,1.5215e-06,2.40571e-06,0.195521,0.256005,0.254179,0.254179,0.186346,0.0545536,0.0059842,0.00917471,0.0171914,-0.00182614
0.65,7.5,2669.48,-0.000399238,-0.000405291,-0.000399008,8.16563e-06,1.12922e-06,1.78545e-06,0.233771,0.203674,0.202537,0.202537,0.224849,0.0403126,0.00557478,0.00892233,0.0139981,-0.0011375
0.65,8.5,4628.14,-0.000457772,-0.000467884,-0.000457539,6.20154e-06,1.29477e-06,2.04722e-06,0.247318,0.203046,0.202038,0.202038,0.238279,0.0268685,0.00560969,0.00903826,0.0148655,-0.00100747
0.65,9.5,3055.42,-0.000516949,-0.000510539,-0.000516718,7.63251e-06,1.46215e-06,2.31187e-06,0.177915,0.202499,0.201609,0.201609,0.169119,0.029445,0.00564076,0.00879622,0.015636,-0.000890466
0.65,10.5,605.868,-0.000576288,-0.000575266,-0.00057606,1.71401e-05,1.62999e-06,2.57724e-06,0.198476,0.202027,0.201234,0.201234,0.18955,0.0595856,0.00566646,0.00892531,0.0162756,-0.000792757
0.75,7.5,3.7589,-0.000384715,-0.000347161,-0.000384638,0.000217607,1.08814e-06,1.7205e-06,-0.017246,0.157427,0.157052,0.157052,-0.0248975,1.05653,0.00528317,0.00765152,0.0127143,-0.000374417
0.75,8.5,765.793,-0.000440905,-0.000435303,-0.000440826,1.52457e-05,1.24707e-06,1.97179e-06,0.133334,0.157079,0.156742,0.156742,0.125041,0.0649932,0.00531631,0.0082934,0.0134999,-0.000337292
0.75,9.5,888.514,-0.000498002,-0.000502664,-0.000497922,1.41537e-05,1.40856e-06,2.22713e-06,0.174554,0.156777,0.156475,0.156475,0.166043,0.0537363,0.00534777,0.00851067,0.0142425,-0.000301986
0.75,10.5,736.354,-0.000555753,-0.000535451,-0.000555674,1.55475e-05,1.57191e-06,2.4854e-06,0.0882115,0.156512,0.156243,0.156243,0.0800039,0.053179,0.0053766,0.00820754,0.0149213,-0.000269605
0.75,11.5,186.878,-0.000613826,-0.000623598,-0.000613748,3.0862e-05,1.73616e-06,2.74511e-06,0.186904,0.156277,0.156036,0.156036,0.178255,0.0960218,0.00540177,0.00864939,0.0155146,-0.000241289
