x,Q2 (GeV^2),rate (Hz),A_clean,A_noisy,A_simplified,dA_stat,dA_sys_uncor,dA_sys_cor,d/u noisy,d/u clean,d/u PDF,d/u simplified,d/u shifted by 1 sig sys cor,d(d/u) from A_stat,d(d/u) from A_sys_uncor,d(d/u) from A_sys_cor,d(d/u) from sin^2(theta_w),d(d/u) from model
0.395,5.5,2034.89,-0.000320933,-0.000306232,-0.000319736,9.35259e-06,9.07736e-07,1.43526e-06,0.258743,0.361985,0.353389,0.353389,0.248925,0.0672739,0.00652941,0.00981829,0.0167916,-0.00859578
0.395,6.5,2248.48,-0.000384274,-0.000391821,-0.000383081,8.89731e-06,1.08689e-06,1.71853e-06,0.405262,0.3592,0.352004,0.352004,0.394688,0.0537377,0.00656458,0.0105746,0.0179738,-0.00719614
0.405,5.5,1313.92,-0.00031918,-0.00032769,-0.000318051,1.16391e-05,9.02778e-07,1.42742e-06,0.416629,0.354687,0.346599,0.346599,0.406117,0.0835269,0.00647871,0.0105121,0.0165278,-0.00808842
0.405,6.5,2791.4,-0.00038234,-0.000381897,-0.000381216,7.98532e-06,1.08142e-06,1.70988e-06,0.349334,0.352003,0.34524,0.34524,0.339069,0.0481123,0.00651567,0.0102653,0.0177366,-0.00676293
0.405,7.5,26.3137,-0.000444879,-0.000398635,-0.000443738,8.22455e-05,1.25831e-06,1.98956e-06,0.122368,0.350047,0.344128,0.344128,0.113107,0.427295,0.00653736,0.00926193,0.0184933,-0.0059193
0.415,5.5,955.165,-0.000317459,-0.000307424,-0.000316394,1.3651e-05,8.97909e-07,1.41972e-06,0.27683,0.34751,0.339898,0.339898,0.267016,0.097741,0.00642903,0.00981477,0.0162708,-0.00761277
0.415,6.5,2810.39,-0.000380409,-0.000372742,-0.000379349,7.95829e-06,1.07596e-06,1.70124e-06,0.299326,0.344931,0.338566,0.338566,0.289336,0.0478364,0.00646747,0.00998917,0.0174986,-0.00636549
0.415,7.5,277.627,-0.000442986,-0.000412652,-0.000441919,2.53205e-05,1.25295e-06,1.98109e-06,0.191314,0.342997,0.337476,0.337476,0.181776,0.131194,0.00649199,0.00953849,0.0183172,-0.00552101
0.425,5.5,478.886,-0.000315772,-0.000309895,-0.000314769,1.92791e-05,8.93139e-07,1.41218e-06,0.298887,0.340471,0.333316,0.333316,0.289014,0.137728,0.00638047,0.00987331,0.0160213,-0.00715427
0.425,6.5,3051.59,-0.000378491,-0.000374861,-0.000377491,7.6373e-06,1.07053e-06,1.69266e-06,0.316336,0.337998,0.33201,0.33201,0.30631,0.0458018,0.00642013,0.0100266,0.0172615,-0.00598723
0.425,7.5,457.766,-0.000441057,-0.000436975,-0.000440058,1.97188e-05,1.2475e-06,1.97247e-06,0.315105,0.336098,0.330942,0.330942,0.305033,0.101908,0.00644711,0.0100718,0.0181319,-0.00515594
0.435,5.5,193.935,-0.000314118,-0.000360354,-0.000313172,3.02952e-05,8.8846e-07,1.40478e-06,0.690226,0.333534,0.326804,0.326804,0.678526,0.215942,0.00633286,0.0117001,0.015779,-0.0067297
0.435,6.5,3278.54,-0.000376586,-0.000375018,-0.000375642,7.36822e-06,1.06515e-06,1.68414e-06,0.321805,0.331167,0.325525,0.325525,0.311795,0.044089,0.00637348,0.0100106,0.0170263,-0.00564224
0.435,7.5,739.917,-0.000439097,-0.000458842,-0.000438158,1.551e-05,1.24195e-06,1.9637e-06,0.433555,0.329312,0.324478,0.324478,0.422963,0.0799582,0.00640261,0.0105914,0.0179394,-0.00483401
0.445,6.5,3015.42,-0.000374699,-0.000372433,-0.000373807,7.68296e-06,1.05981e-06,1.6757e-06,0.310954,0.324439,0.31912,0.31912,0.301035,0.045871,0.00632757,0.00991959,0.0167938,-0.00531855
0.445,7.5,984.097,-0.000437117,-0.00045268,-0.000436233,1.34488e-05,1.23635e-06,1.95485e-06,0.404183,0.322636,0.318095,0.318095,0.393771,0.069167,0.00635855,0.010412,0.0177418,-0.00454079
0.455,6.5,2665.34,-0.000372835,-0.000367508,-0.000371993,8.17197e-06,1.05454e-06,1.66737e-06,0.286319,0.317822,0.312817,0.312817,0.276552,0.0486851,0.00628247,0.00976673,0.016565,-0.00500475
0.455,7.5,1227.41,-0.000435128,-0.000441172,-0.000434297,1.20423e-05,1.23073e-06,1.94595e-06,0.347313,0.316076,0.311813,0.311813,0.337207,0.0617904,0.00631502,0.0101064,0.017541,-0.00426291
0.465,6.5,2207.14,-0.000370992,-0.000373295,-0.000370198,8.98024e-06,1.04932e-06,1.65913e-06,0.325026,0.311292,0.306575,0.306575,0.315122,0.0533861,0.00623807,0.00990346,0.0163402,-0.0047177
0.465,7.5,1477.12,-0.000433134,-0.000429751,-0.000432349,1.09773e-05,1.22509e-06,1.93703e-06,0.292358,0.309606,0.305591,0.305591,0.282543,0.0561994,0.00627196,0.00981513,0.0173382,-0.0040146
0.475,6.5,1904.01,-0.000369173,-0.000369016,-0.000368423,9.66871e-06,1.04418e-06,1.65099e-06,0.30391,0.304846,0.3004,0.3004,0.294142,0.0573575,0.00619436,0.00976767,0.0161198,-0.00444612
0.475,7.5,1679,-0.000431139,-0.000425238,-0.000430398,1.02962e-05,1.21945e-06,1.92811e-06,0.273289,0.303222,0.299438,0.299438,0.263598,0.052597,0.00622938,0.00969094,0.0171345,-0.00378369
0.475,8.5,21.9432,-0.000492717,-0.000438487,-0.000491977,9.00644e-05,1.39362e-06,2.2035e-06,0.0716455,0.301945,0.298625,0.298625,0.0628082,0.404105,0.00625294,0.00883733,0.0178394,-0.00331978
0.485,6.5,1482.75,-0.000367381,-0.00036811,-0.000366675,1.09564e-05,1.03911e-06,1.64298e-06,0.302811,0.298491,0.294313,0.294313,0.293087,0.0648606,0.00615141,0.00972376,0.0159042,-0.00417824
0.485,7.5,1636.42,-0.000429151,-0.000428599,-0.000428453,1.04293e-05,1.21382e-06,1.91922e-06,0.294112,0.296928,0.293371,0.293371,0.284364,0.0531624,0.00618735,0.00974807,0.0169312,-0.00355782
0.485,8.5,168.649,-0.000490709,-0.000533278,-0.000490015,3.24871e-05,1.38794e-06,2.19452e-06,0.495072,0.295679,0.292574,0.292574,0.484342,0.145421,0.00621277,0.0107307,0.0176744,-0.00310479
0.495,6.5,1322.01,-0.000365617,-0.000343577,-0.00036495,1.16034e-05,1.03412e-06,1.63509e-06,0.165854,0.292221,0.288289,0.288289,0.156775,0.0685482,0.00610917,0.00907922,0.0156937,-0.00393217
0.495,7.5,1622.73,-0.000427175,-0.000435822,-0.000426515,1.04732e-05,1.20823e-06,1.91038e-06,0.335161,0.290721,0.287368,0.287368,0.325264,0.0532739,0.00614589,0.00989719,0.016729,-0.00335315
0.495,8.5,279.435,-0.000488678,-0.000538853,-0.000488025,2.52384e-05,1.38219e-06,2.18543e-06,0.52594,0.289505,0.28659,0.28659,0.5151,0.112716,0.00617292,0.0108398,0.0175046,-0.00291507
0.505,6.5,963.003,-0.000363878,-0.000374588,-0.00036325,1.35953e-05,1.0292e-06,1.62731e-06,0.350107,0.286024,0.282323,0.282323,0.340246,0.0801503,0.00606759,0.00986033,0.0154882,-0.00370106
0.505,7.5,1615.87,-0.00042521,-0.000438012,-0.000424586,1.04954e-05,1.20267e-06,1.9016e-06,0.35057,0.284586,0.281423,0.281423,0.34064,0.053276,0.00610492,0.00992962,0.0165285,-0.00316267
0.505,8.5,431.598,-0.000486629,-0.000506782,-0.000486013,2.03078e-05,1.37639e-06,2.17627e-06,0.375133,0.283406,0.280663,0.280663,0.365039,0.090494,0.00613338,0.0100942,0.0173311,-0.00274269
0.515,6.5,673.729,-0.000362166,-0.000331672,-0.000361575,1.6254e-05,1.02436e-06,1.61965e-06,0.10771,0.279898,0.276427,0.276427,0.0989513,0.0956281,0.00602667,0.00875897,0.0152878,-0.00347092
0.515,7.5,1645.22,-0.00042326,-0.000415266,-0.000422673,1.04014e-05,1.19716e-06,1.89288e-06,0.238405,0.27852,0.275547,0.275547,0.229016,0.0526905,0.00606448,0.00938897,0.0163302,-0.00297267
0.515,8.5,605.833,-0.000484569,-0.000453675,-0.000483989,1.71406e-05,1.37057e-06,2.16706e-06,0.144286,0.277378,0.274804,0.274804,0.13526,0.0762149,0.00609415,0.0090257,0.0171552,-0.00257355
0.525,6.5,454.684,-0.0003605,-0.00037959,-0.000359944,1.97855e-05,1.01965e-06,1.6122e-06,0.389069,0.273957,0.270697,0.270697,0.379109,0.116174,0.00598703,0.00996047,0.0150936,-0.00325931
0.525,7.5,1407.66,-0.00042135,-0.000439969,-0.000420796,1.12449e-05,1.19176e-06,1.88433e-06,0.368889,0.272637,0.269839,0.269839,0.358951,0.056851,0.00602521,0.00993809,0.0161356,-0.00279878
0.525,8.5,672.461,-0.000482528,-0.000482772,-0.000481982,1.62693e-05,1.3648e-06,2.15793e-06,0.272615,0.271534,0.269113,0.269113,0.263057,0.0721909,0.00605593,0.00955869,0.0169789,-0.00242118
0.535,6.5,372.746,-0.000358864,-0.000374288,-0.000358341,2.18523e-05,1.01502e-06,1.60489e-06,0.360447,0.268108,0.265041,0.265041,0.350653,0.128057,0.00594817,0.00979417,0.0149047,-0.00306639
0.535,7.5,1486.97,-0.000419464,-0.000423645,-0.00041894,1.09409e-05,1.18642e-06,1.8759e-06,0.288047,0.266846,0.264204,0.264204,0.278509,0.0552068,0.0059866,0.00953868,0.0159442,-0.00264135
0.535,8.5,775.259,-0.000480493,-0.000483228,-0.000479977,1.51523e-05,1.35904e-06,2.14883e-06,0.277927,0.265783,0.263497,0.263497,0.268379,0.067099,0.00601823,0.00954855,0.0168021,-0.00228559
0.545,6.5,205.288,-0.000357221,-0.000359617,-0.000356731,2.94457e-05,1.01037e-06,1.59754e-06,0.27618,0.262123,0.259255,0.259255,0.266797,0.172202,0.00590878,0.0093837,0.0147192,-0.00286819
0.545,7.5,1313.11,-0.000417559,-0.000434338,-0.000417067,1.16427e-05,1.18104e-06,1.86738e-06,0.347123,0.260918,0.258439,0.258439,0.337357,0.0586294,0.00594739,0.00976601,0.0157543,-0.00247847
0.545,8.5,869.664,-0.000478417,-0.000478224,-0.000477931,1.43063e-05,1.35317e-06,2.13954e-06,0.259047,0.259896,0.25775,0.25775,0.249617,0.063221,0.00597978,0.00943017,0.0166234,-0.00214623
0.555,6.5,74.342,-0.000355583,-0.000295902,-0.000355127,4.89312e-05,1.00574e-06,1.59022e-06,-0.0658629,0.256081,0.253417,0.253417,-0.0737763,0.285554,0.00586933,0.0079134,0.0145377,-0.00266456
0.555,7.5,1323.15,-0.000415651,-0.000420394,-0.000415191,1.15984e-05,1.17564e-06,1.85885e-06,0.2789,0.25493,0.25262,0.25262,0.269474,0.0582864,0.00590802,0.00942614,0.0155667,-0.00230941
0.555,8.5,838.803,-0.000476319,-0.000476455,-0.000475865,1.45671e-05,1.34723e-06,2.13016e-06,0.254548,0.253949,0.251947,0.251947,0.245173,0.0642382,0.00594104,0.00937556,0.0164441,-0.00200166
0.555,9.5,54.7817,-0.000536872,-0.000519897,-0.000536423,5.70014e-05,1.5185e-06,2.40097e-06,0.187471,0.253133,0.251368,0.251368,0.178347,0.223949,0.00596595,0.00912406,0.0171148,-0.00176508
0.565,7.5,1167.71,-0.000413825,-0.000410285,-0.000413393,1.23462e-05,1.17047e-06,1.85068e-06,0.231617,0.249299,0.247132,0.247132,0.222431,0.0619261,0.00587084,0.00918554,0.0153855,-0.00216712
0.565,8.5,776.494,-0.000474298,-0.000450298,-0.00047387,1.51403e-05,1.34152e-06,2.12113e-06,0.14529,0.248359,0.246478,0.246478,0.136421,0.0666366,0.00590439,0.00886915,0.0162689,-0.00188146
0.565,9.5,144.585,-0.000534775,-0.000529484,-0.000534353,3.50866e-05,1.51257e-06,2.39159e-06,0.226927,0.24757,0.245914,0.245914,0.217661,0.137566,0.00593042,0.00926554,0.0169611,-0.00165604
0.575,7.5,991.225,-0.000412009,-0.000420778,-0.000411604,1.34004e-05,1.16534e-06,1.84256e-06,0.288025,0.243665,0.241639,0.241639,0.278627,0.067084,0.00583383,0.0093973,0.0152075,-0.00202571
0.575,8.5,775.454,-0.000472275,-0.000495693,-0.000471874,1.51504e-05,1.3358e-06,2.11208e-06,0.348191,0.242765,0.241003,0.241003,0.338468,0.0665518,0.00586779,0.00972281,0.0160945,-0.00176202
0.575,9.5,206.126,-0.000532653,-0.000506975,-0.000532257,2.93858e-05,1.50657e-06,2.3821e-06,0.143859,0.242003,0.240454,0.240454,0.134984,0.114979,0.00589481,0.00887516,0.016805,-0.0015491
0.585,7.5,836.492,-0.000410219,-0.000404403,-0.00040984,1.45872e-05,1.16027e-06,1.83455e-06,0.209243,0.238101,0.236211,0.236211,0.20022,0.0728861,0.00579739,0.00902269,0.0150334,-0.00189035
0.585,8.5,729.372,-0.00047027,-0.000469949,-0.000469894,1.56217e-05,1.33012e-06,2.10311e-06,0.235836,0.23724,0.235592,0.235592,0.226641,0.0684906,0.00583169,0.0091946,0.0159221,-0.00164778
0.585,9.5,256.45,-0.000530529,-0.000568939,-0.000530158,2.63452e-05,1.50056e-06,2.3726e-06,0.392001,0.236508,0.23506,0.23506,0.382066,0.102876,0.00585956,0.00993483,0.0166478,-0.00144792
0.595,7.5,695.882,-0.000408454,-0.000448153,-0.000408101,1.59932e-05,1.15528e-06,1.82666e-06,0.440301,0.232606,0.230846,0.230846,0.430298,0.0797599,0.00576153,0.0100032,0.0148632,-0.00176023
0.595,8.5,714.593,-0.000468283,-0.000449073,-0.000467932,1.57824e-05,1.32451e-06,2.09423e-06,0.149356,0.231783,0.230245,0.230245,0.140564,0.0690645,0.00579609,0.00879221,0.015752,-0.00153788
0.595,9.5,263.234,-0.000528408,-0.000520661,-0.000528061,2.60035e-05,1.49456e-06,2.36311e-06,0.201101,0.23108,0.229728,0.229728,0.192041,0.101342,0.0058247,0.00906002,0.0164902,-0.00135137
0.605,7.5,633.897,-0.000406716,-0.000408628,-0.000406388,1.67569e-05,1.15037e-06,1.81889e-06,0.236717,0.22718,0.225544,0.225544,0.227642,0.0834116,0.00572624,0.0090754,0.014697,-0.00163531
0.605,8.5,671.193,-0.000466317,-0.000456088,-0.000465989,1.62847e-05,1.31894e-06,2.08543e-06,0.182181,0.226395,0.224963,0.224963,0.173281,0.0711294,0.00576098,0.00890034,0.0155844,-0.00143218
0.605,9.5,349.17,-0.000526293,-0.000510647,-0.000525969,2.2578e-05,1.48858e-06,2.35365e-06,0.165725,0.22572,0.224461,0.224461,0.156847,0.0878229,0.00579023,0.00887807,0.0163327,-0.00125905
0.615,7.5,515.08,-0.000405006,-0.000401467,-0.000404701,1.85894e-05,1.14553e-06,1.81124e-06,0.204318,0.221826,0.22031,0.22031,0.195412,0.092361,0.00569154,0.00890572,0.0145348,-0.00151579
0.615,8.5,543.015,-0.000464374,-0.000482502,-0.000464069,1.81049e-05,1.31345e-06,2.07674e-06,0.301618,0.221077,0.219747,0.219747,0.292235,0.0789343,0.0057264,0.00938254,0.0154194,-0.00133082
0.615,9.5,359.176,-0.000524189,-0.000525134,-0.000523887,2.22612e-05,1.48263e-06,2.34424e-06,0.224104,0.220432,0.219261,0.219261,0.215007,0.0864275,0.00575619,0.00909755,0.0161757,-0.00117088
0.625,7.5,393.867,-0.000403323,-0.000416869,-0.000403041,2.12583e-05,1.14077e-06,1.80372e-06,0.284811,0.216548,0.215146,0.215146,0.275593,0.105427,0.00565745,0.00921731,0.0143766,-0.00140178
0.625,8.5,523.383,-0.000462456,-0.000452531,-0.000462172,1.84414e-05,1.30802e-06,2.06817e-06,0.173079,0.215835,0.214601,0.214601,0.164279,0.0802549,0.00569238,0.00880021,0.0152574,-0.00123384
0.625,9.5,363.079,-0.000522099,-0.000520237,-0.000521818,2.21413e-05,1.47672e-06,2.3349e-06,0.208015,0.215219,0.214132,0.214132,0.199017,0.0858025,0.00572263,0.00899808,0.0160198,-0.00108674
0.625,10.5,0.5448,-0.000581691,-0.000443736,-0.000581413,0.00057159,1.64527e-06,2.6014e-06,-0.217712,0.214692,0.213723,0.213723,-0.225015,1.99641,0.00574649,0.00730316,0.0166257,-0.000969347
0.635,7.5,333.156,-0.000401668,-0.000424785,-0.000401407,2.31142e-05,1.13609e-06,1.79631e-06,0.328972,0.211341,0.210048,0.210048,0.319597,0.114421,0.00562393,0.00937555,0.0142223,-0.00129228
0.635,8.5,528.918,-0.000460562,-0.00046617,-0.0004603,1.83446e-05,1.30267e-06,2.0597e-06,0.235164,0.210662,0.209522,0.209522,0.226131,0.0796904,0.00565888,0.0090326,0.0150983,-0.00114032
0.635,9.5,329.513,-0.000520024,-0.000542213,-0.000519764,2.32416e-05,1.47085e-06,2.32562e-06,0.297691,0.210074,0.209069,0.209069,0.288337,0.0899027,0.00568951,0.00935383,0.015865,-0.00100566
0.635,10.5,15.3887,-0.000579526,-0.000498838,-0.000579269,0.000107548,1.63915e-06,2.59172e-06,-0.054096,0.20957,0.208674,0.208674,-0.0620187,0.374919,0.00571418,0.00792262,0.0164861,-0.000896049
0.645,7.5,243.884,-0.00040004,-0.000423201,-0.0003998,2.70154e-05,1.13148e-06,1.78903e-06,0.323854,0.206206,0.205019,0.205019,0.314532,0.133491,0.00559099,0.00932143,0.0140719,-0.00118759
0.645,8.5,501.159,-0.000458694,-0.000453587,-0.000458452,1.88458e-05,1.29738e-06,2.05134e-06,0.18353,0.205561,0.204511,0.204511,0.174746,0.0817223,0.00562592,0.00878392,0.0149423,-0.00105054
0.645,9.5,343.884,-0.000517968,-0.000512269,-0.000517728,2.27508e-05,1.46503e-06,2.31642e-06,0.183111,0.205001,0.204073,0.204073,0.174278,0.0878465,0.00565686,0.00883271,0.0157119,-0.000927808
0.645,10.5,59.9043,-0.000577364,-0.000589142,-0.000577127,5.45097e-05,1.63303e-06,2.58205e-06,0.245904,0.204519,0.203692,0.203692,0.236761,0.18967,0.00568224,0.00914243,0.0163458,-0.000826143
0.655,7.5,214.563,-0.000398442,-0.000410666,-0.000398221,2.88022e-05,1.12696e-06,1.78189e-06,0.262327,0.201156,0.200068,0.200068,0.253299,0.142065,0.0055587,0.00902772,0.0139254,-0.00108831
0.655,8.5,425.478,-0.000456855,-0.000450534,-0.000456632,2.04533e-05,1.29218e-06,2.04312e-06,0.173359,0.200544,0.199579,0.199579,0.164647,0.0885379,0.00559357,0.00871187,0.0147895,-0.000965064
0.655,9.5,313.866,-0.000515934,-0.000537048,-0.000515713,2.38139e-05,1.45928e-06,2.30733e-06,0.283001,0.200011,0.199157,0.199157,0.273772,0.0917899,0.00562475,0.00922852,0.0155606,-0.000853651
0.655,10.5,72.5596,-0.000575213,-0.00061641,-0.000574994,4.95285e-05,1.62695e-06,2.57243e-06,0.347687,0.19955,0.19879,0.19879,0.338132,0.172024,0.00565076,0.00955504,0.0162053,-0.000759905
0.665,7.5,138.334,-0.000396872,-0.000412016,-0.00039667,3.58706e-05,1.12252e-06,1.77486e-06,0.272096,0.196183,0.195189,0.195189,0.263057,0.176617,0.005527,0.00903884,0.0137826,-0.000993569
